Entidad,RUC,original_address,formatted_address,lat,lng,confidence
MUNICIPALIDAD DISTRITAL DE JOSE MARIA QUIMPER,PE-RUC  20177237826,PERU AREQUIPA PLAZA DE ARMAS,"Pl. de Armas, Arequipa 04001, Peru",-16.3992342,-71.5370862,GEOMETRIC_CENTER
GOBIERNO REGIONAL DE AREQUIPA-PROYECTO ESPECIAL COPASA,PE-RUC  20327632192,PERU AREQUIPA CALLE PALACIO VIEJO 416,"C. Palacio Viejo 416, Arequipa 04001, Peru",-16.3996951,-71.5397188,ROOFTOP
MUNICIPALIDAD DISTRITAL DE TOTORA,PE-RUC  20166753776,PERU AMAZONAS JR.CAROLINA PORTOCARRERO S/N,"Amazonas, Peru",-5.115146,-78.11082789999999,APPROXIMATE
GOBIERNO REGIONAL DE LORETO-SALUD HOSPITAL DE APOYO IQUITOS,PE-RUC  20408453560,PERU LORETO AV. CORNEJO PORTUGAL 1710 IQUITOS,"Coronel Portugal 1710, Iquitos 16006, Peru",-3.7626032,-73.25423649999999,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE SAN ANTONIO DE CHUCA,PE-RUC  20190521410,PERU AREQUIPA PLAZA DE ARMAS PRINCIPAL KM 165,"Pl. de Armas, Paucarpata 04008, Peru",-16.4325828,-71.5041571,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE TICRAPO,PE-RUC  20191126751,PERU HUANCAVELICA Av. Fernando Belaunde Terry s/n - Plaza Andres Avelino Caceres - Barrio San Jose - Ticrapo,"JH88+XRX, Ticrapo 09730, Peru",-13.3825222,-75.43290139999999,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE MANTA,PE-RUC  20154441931,PERU HUANCAVELICA PLAZA PRINCIPAL DE MANTA S/N,"Huancavelica, Peru",-12.9280456,-75.1545381,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE CACATACHI,PE-RUC  20148169501,PERU SAN MARTIN JR.SAN MARTIN S/N,Peru,-9.189967,-75.015152,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE LAMPA,PE-RUC  20287411899,PERU AYACUCHO AV. CENTRAL LAMPA N§2 2DO PISO,"Lampa 05645, Peru",-15.1844999,-73.348027,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE AMASHCA,PE-RUC  20200028083,PERU ANCASH CALLE NUEVA S/N,"Ancash, Peru",-9.3250497,-77.5619419,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE IZCUCHACA,PE-RUC  20199190050,PERU HUANCAVELICA PARQUE TUPAC AMARU Nº130,"Tupac Amaru, Huancavelica 09001, Peru",-12.7810684,-74.9826613,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE TRITA,PE-RUC  20187388130,PERU AMAZONAS JR.SAN MARTIN,"Jr. San Martin, 01150, Peru",-5.8243647,-77.9691851,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE HUALLAGA,PE-RUC  20488900758,PERU SAN MARTIN CALLE YUPANQUI S/N,Peru,-9.189967,-75.015152,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE HUAYNACOTAS - LA UNION,PE-RUC  20205322036,PERU AREQUIPA AREQUIPA NO 201,"C. Perú 201, Arequipa 04001, Peru",-16.4008313,-71.5335367,RANGE_INTERPOLATED
MUNICIPALIDAD DISTRITAL DE COLCABAMBA - AYMARAES,PE-RUC  20214752388,PERU APURIMAC PLAZA DE ARMAS NO 8,"Apurimac, Peru",-14.0504533,-73.087749,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE NANCHOC,PE-RUC  20176288958,PERU CAJAMARCA AV.MIGUEL GRAU S/N 2PISO.,"Miguel Grau, Cajamarca 06002, Peru",-7.1560518,-78.5111916,GEOMETRIC_CENTER
INSTITUTO DE VIALIDAD  MUNICIPAL DE LA PROVINCIA DE HUANCABAMBA,PE-RUC  20525480551,"PERU PIURA CENTENARIO S/N OFICINA 12, REFERENCIA OFICINA 12 DEL TERMINAL TERRESTRE","Av. Guardia Civil S/N, Piura 20002, Peru",-5.1926421,-80.61188899999999,ROOFTOP
MUNICIPALIDAD DISTRITAL DE CAHUAC,PE-RUC  20221866712,PERU HUANUCO CALLE CENTRAL,"Huánuco, Peru",-9.920764799999999,-76.2410843,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE QUIVILLA,PE-RUC  20145883530,PERU HUANUCO CALLE CENTRAL 2DO PISO,"Huánuco, Peru",-9.920764799999999,-76.2410843,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE UTCO,PE-RUC  20210187759,PERU CAJAMARCA PLAZA DE ARMAS S/N,"Plaza de Armas of Cajamarca, Jr del Batán, Cajamarca 06001, Peru",-7.157005,-78.51755299999999,GEOMETRIC_CENTER
ESTACION EXPERIMENTAL AGRARIA ANDENES-CUSCO,PE-RUC  20491174693,"PERU CUSCO AV. MICAELA BASTIDAS NRO 310-214, WANCHAQ","Av. Micaela Bastidas 310, Cusco 08002, Peru",-13.5233588,-71.96353669999999,RANGE_INTERPOLATED
MUNICIPALIDAD DISTRITAL DE ATIQUIPA,PE-RUC  20212024954,PERU AREQUIPA CALLE PRINCIPAL S/N,"Calle Principal, Paucarpata 04008, Peru",-16.4305852,-71.4985743,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE VIRACO,PE-RUC  20199641086,PERU AREQUIPA PLAZA DE ARMAS NO 102,"Pl. de Armas 102, Arequipa 04001, Peru",-16.3986634,-71.5361635,RANGE_INTERPOLATED
GOBIERNO REGIONAL DE CAJAMARCA - UNIDAD DE GESTION EDUCATIVA LOCAL CAJABAMBA,PE-RUC  20491662060,PERU CAJAMARCA JR. CARLOS HEROS NRO. 515 CAJAMARCA - CAJABAMBA - CAJABAMBA,"Carlos Heros 515, Cajabamba 06351, Peru",-7.6221028,-78.045659,ROOFTOP
MUNICIPALIDAD DISTRITAL DE MACA,PE-RUC  20227619946,PERU AREQUIPA PLAZA DE ARMAS S/N,"Pl. de Armas, Arequipa 04001, Peru",-16.3992342,-71.5370862,GEOMETRIC_CENTER
ESTACION EXPERIMENTAL AGRARIA SANTA ANA-JUNIN,PE-RUC  20568503253,PERU JUNIN FUNDO SANTA ANA SN EL TAMBO HUANCAYO,"El Tambo District, Peru",-12.0579479,-75.2158171,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE PACHACUTEC,PE-RUC  20194063939,PERU ICA MANCO CAPAC NO 2 INTERIOR C,"Ica, Peru",-14.07546,-75.7341811,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE INGUILPATA,PE-RUC  20165778473,PERU AMAZONAS PLAZA DE ARMAS,"Amazonas, Peru",-5.115146,-78.11082789999999,APPROXIMATE
GOBIERNO REGIONAL DE CAJAMARCA-UNIDAD DE GESTION EDUCATIVA LOCAL SANTA CRUZ,PE-RUC  20480833075,PERU CAJAMARCA AV. LOS MAESTROS 115,"Cajamarca, Peru",-7.1617465,-78.51278549999999,APPROXIMATE
