Entidad,RUC,original_address,formatted_address,lat,lng,confidence
MUNICIPALIDAD DISTRITAL DE TATE,PE-RUC  20198515168,PERU ICA AV. PRINCIPAL,"Ica, Peru",-14.07546,-75.7341811,APPROXIMATE
GOBIERNO REGIONAL DE UCAYALI - UNIDAD DE GESTION EDUCATIVA LOCAL DE PADRE ABAD,PE-RUC  20393226928,PERU UCAYALI AVENIDA SIMON BOLIVAR NRO 344,"Ucayali, Peru",-9.8251183,-73.087749,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE ACZO,PE-RUC  20219943599,PERU ANCASH JR.MARA¥ON PLAZA DE ARMAS S/N,"Ancash, Peru",-9.3250497,-77.5619419,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE MARCABAL,PE-RUC  20208154428,PERU LA LIBERTAD SEÑOR DE LA MISERICORDIA S/N,Peru,-9.189967,-75.015152,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE CANAYRE,PE-RUC  20574739676,PERU AYACUCHO PLAZA PRINCIPAL DE CANAYRE SN,"Canayre 05230, Peru",-12.2826649,-74.02487119999999,APPROXIMATE
MUNICIPALIDAD PROVINCIAL DE LA UNION - COTAHUASI,PE-RUC  20188297111,PERU AREQUIPA PLAZA CONCEPCION NO 110,"Concepción 110, Arequipa 04011, Peru",-16.4541156,-71.5539551,RANGE_INTERPOLATED
MUNICIPALIDAD DISTRITAL DE BOLIVAR,PE-RUC  20222046964,PERU CAJAMARCA CALLE SAN MARTIN 300 - BOLIVAR,"San Martín 300, Cajamarca 06002, Peru",-7.1583625,-78.5185709,RANGE_INTERPOLATED
MUNICIPALIDAD DISTRITAL DE HUAYLLAY,PE-RUC  20190184821,PERU PASCO PLAZA DE ARMAS S/N HUAYLLAY PASCO PASCO,"Huayllay, Peru",-10.9996208,-76.3651756,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE SURQUILLO,PE-RUC  20131372346,PERU LIMA JIRON IRRIBARREN Nº 155 (ANTES SAN MIGUEL Nº155),"Manuel Irribarren 155, Surquillo 15047, Peru",-12.1185552,-77.0217895,ROOFTOP
MUNICIPALIDAD DISTRITAL DE PAMPAMARCA - CANAS,PE-RUC  20220549292,PERU CUSCO PLAZA DE ARMAS SN,"Pl. de Armas, Cusco 08006, Peru",-13.5449653,-71.8837695,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE SAN PEDRO - OCROS,PE-RUC  20364841109,PERU ANCASH PLAZA DE ARMAS S/N,"Ancash, Peru",-9.3250497,-77.5619419,APPROXIMATE
MUNICIPALIDAD PROVINCIAL DE CAMANA,PE-RUC  20176422191,PERU AREQUIPA JR.PUENTE GRAU NO 122,"C. Puente Grau 122, Arequipa 04001, Peru",-16.3945013,-71.53464819999999,ROOFTOP
MUNICIPALIDAD DISTRITAL DE MONTEVIDEO,PE-RUC  20165783558,PERU AMAZONAS JR.TRANQUILIDAD,"Amazonas, Peru",-5.115146,-78.11082789999999,APPROXIMATE
GOBIERNO REGIONAL DE AREQUIPA-ZONA DE DESARROLLO INTEGRAL DE SALUD - HOSPITAL GOYENECHE,PE-RUC  20163654246,PERU AREQUIPA AV. GOYENECHE SN,"Av. Goyeneche, Arequipa, Peru",-16.3952077,-71.5203487,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE LA MERCED - AIJA,PE-RUC  20207753191,PERU ANCASH PLAZA DE ARMAS S/N,"Ancash, Peru",-9.3250497,-77.5619419,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE TARAY,PE-RUC  20171146209,PERU CUSCO CALLE TACNA-PLAZA DE ARMAS,"Plaza de Armas de Cusco, Del Medio 123, Cusco 08000, Peru",-13.5167681,-71.9787795,ROOFTOP
MUNICIPALIDAD DISTRITAL DE PAUCARTAMBO,PE-RUC  20191043546,PERU PASCO PLAZA 28 DE JULIO S/N,"Pasco, Peru",-10.4475753,-75.1545381,APPROXIMATE
MUNICIPALIDAD PROVINCIAL DE HUANCANE,PE-RUC  20185896723,PERU PUNO PLAZA DE ARMAS Nº106,"Plaza Mayor de Puno, Jr. Deustua 458, Puno 21001, Peru",-15.8405816,-70.0279072,ROOFTOP
MUNICIPALIDAD DISTRITAL DE OCALLI,PE-RUC  20177726193,PERU AMAZONAS JR.PROGRESO,"Jr. Progreso, Magdalena 01410, Peru",-6.3731004,-77.9020466,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE CRESPO Y CASTILLO,PE-RUC  20172361138,PERU HUANUCO JR. AUCAYACU NO 206 MZ.21,"Aucayacu, Peru",-8.928324,-76.1116997,APPROXIMATE
GOBIERNO REGIONAL DE AMAZONAS - UNIDAD EJECUTORA 404 - SALUD UTCUBAMBA,PE-RUC  20480780877,PERU AMAZONAS JR. HIGOS URCO Nº 904,"Higos Urco 904, Bagua Grande 01621, Peru",-5.753128200000001,-78.4470418,RANGE_INTERPOLATED
MUNICIPALIDAD DISTRITAL DE VIRUNDO,PE-RUC  20193220763,PERU APURIMAC PLAZA DE ARMAS No 3,"Apurimac, Peru",-14.0504533,-73.087749,APPROXIMATE
GOBIERNO REGIONAL HUANUCO INSTITUTO SUPERIOR DE MUSICA PUBLICO DANIEL ALOMIA ROBLES,PE-RUC  20447362920,PERU HUANUCO GENERAL PRADO,"Leoncio Prado, Huánuco, Peru",-9.928091,-76.2446434,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE SAN JOSE DE LOS MOLINOS,PE-RUC  20198806481,PERU ICA CALLE 10 DE NOVIEMBRE S/N,"Ica, Peru",-14.07546,-75.7341811,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE TURPO,PE-RUC  20202321535,PERU APURIMAC PLAZA DE ARMAS,"Apurimac, Peru",-14.0504533,-73.087749,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE YUNGA,PE-RUC  20209306833,PERU MOQUEGUA PLAZA DE ARMAS,"Plaza de Armas de Moquegua, Cruce, C. Moquegua y, Moquegua 18001, Peru",-17.1938532,-70.93462559999999,ROOFTOP
