Entidad,RUC,original_address,formatted_address,lat,lng,confidence
MUNICIPALIDAD DISTRITAL DE ANCON,PE-RUC  20131378468,PERU LIMA MALECON FERREYROS Nº376,"Malecon Ferreyros, Ancón 15123, Peru",-11.7749605,-77.1775017,GEOMETRIC_CENTER
EMPRESA REGIONAL DE SERVICIOS PUBLICOS DE ELECTRICIDAD DEL ORIENTE,PE-RUC  20103795631,PERU LORETO AUGUSTO FREYRE 1168 IQUITOS,"Augusto Freyre 1168, Iquitos 16003, Peru",-3.736469,-73.244269,ROOFTOP
ORGANISMO NACIONAL DE SANIDAD PESQUERA,PE-RUC  20565429656,PERU CALLAO CARRETERA A VENTANILLA NRO 5.2,"Carr a Ventanilla, Ventanilla, Peru",-11.9189396,-77.1292166,GEOMETRIC_CENTER
INSTITUTO DEL MAR DEL PERU,PE-RUC  20148138886,PERU CALLAO ENTRE LA ESQ. GRAL. VALLE Y ESQ. GRAL. GAMARRA S/N,"Av. Angélica Gamarra 2360, San Martín de Porres 15302, Peru",-12.0103253,-77.08887109999999,ROOFTOP
GOBIERNO REGIONAL DE APURIMAC SEDE CENTRAL,PE-RUC  20527141762,PERU APURIMAC JR. PUNO 107- ABANCAY,"Jr. Puno 107, Abancay 03001, Peru",-13.6378959,-72.87774519999999,RANGE_INTERPOLATED
PROYECTO ESPECIAL PARA LA PREPARACION Y DESARROLLO DE LOS XVIII JUEGOS PANAMERICANOS DEL 2019,PE-RUC  20600378059,PERU LIMA SAN LUIS CUADRA 11,"San Luis District, Peru",-12.0784394,-76.9990488,APPROXIMATE
CORTE SUPERIOR DE JUSTICIA DE CUSCO,PE-RUC  20490770683,PERU CUSCO AV. SOL NRO. S/N CUSCO - CUSCO,"Av. El Sol, Cusco 08002, Peru",-13.5215277,-71.9757006,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE CARABAYLLO,PE-RUC  20131368314,PERU LIMA AV.TUPAC AMARU Nº1733 KM.18.5,"Av. Túpac Amaru, Lima, Peru",-11.9329182,-77.0457791,GEOMETRIC_CENTER
GOBIERNO REGIONAL DE CUSCO SEDE CENTRAL,PE-RUC  20527147612,PERU CUSCO AV.TOMASA TITO CONDEMAYTA S/N WANCHAQ,"Av. Tomasa Ttito Condemayta, Cusco 08002, Peru",-13.5256302,-71.9612749,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE CHACAYAN,PE-RUC  20162538391,PERU PASCO PLAZA DE ARMAS SN CERCADO LOCAL MUNICIPAL,"Pasco, Peru",-10.4475753,-75.1545381,APPROXIMATE
"INSTITUTO NACIONAL DE RADIO, TELEVISION DEL PERU",PE-RUC  20338915471,PERU LIMA JR. JOSÉ GALVEZ 1040 LIMA,"Jr. José Gálvez 1040, Lima 15046, Peru",-12.0743622,-77.0308539,ROOFTOP
MUNICIPALIDAD PROVINCIAL DE AYABACA,PE-RUC  20161350461,PERU PIURA CALLE SALAVERRY Nº260 - AYABACA,"Salaverry, Ayabaca 20541, Peru",-4.6406254,-79.715115,GEOMETRIC_CENTER
GOBIERNO REGIONAL DE ICA - PROYECTO ESPECIAL TAMBO CCARACOCHA,PE-RUC  20278885420,PERU ICA AV. CONDE DE NIEVA Nº 393 ICA,"Av Conde de Nieva 393, Ica 11001, Peru",-14.0736189,-75.7244743,ROOFTOP
UNIDAD EJECUTORA Nº 006 - INSTITUTO NACIONAL DE BIENESTAR FAMILIAR,PE-RUC  20507920722,PERU LIMA AV.  SAN   MARTIN 685 - PUEBLO LIBRE,"Av. San Martín 685, Pueblo Libre 15084, Peru",-12.0730681,-77.0616617,ROOFTOP
MINAG - PROYECTO ESPECIAL BINACIONAL PUYANGO - TUMBES,PE-RUC  20154446738,PERU TUMBES PANAMERICANA NORTE  KM 4.5 - TUMBES,"Au. Panamericana Nte., Tumbes, Peru",-3.553831,-80.4290114,GEOMETRIC_CENTER
PROYECTO ESPECIAL DE INVERSION PUBLICA ESCUELAS BICENTENARIO,PE-RUC  20606567694,PERU LIMA JR. CARABAYA N° 650,"Jirón Carabaya 650, Lima 15001, Peru",-12.0500718,-77.0328397,ROOFTOP
SERVICIO NACIONAL DE AREAS NATURALES PROTEGIDAS POR EL ESTADO - SERNANP,PE-RUC  20478053178,PERU LIMA CALLE DIECISIETE (EX LOS PETIRROJOS) NO. 355 LIMA SAN ISIDRO,"Los Petirrojos 355, San Isidro 15036, Peru",-12.0941775,-77.01595809999999,ROOFTOP
MUNICIPALIDAD DISTRITAL DE CAJAY,PE-RUC  20166604347,PERU ANCASH PLAZA DE ARMAS S/N,"Ancash, Peru",-9.3250497,-77.5619419,APPROXIMATE
"MINISTERIO DE VIVIENDA, CONSTRUCCIÓN Y SANEAMIENTO - Administración General",PE-RUC  20504743307,PERU LIMA AV. PASEO DE LA REPÚBLICA N° 3361 SAN ISIDRO,"Av. P.º de la República 3361, San Isidro 15047, Peru",-12.0973078,-77.0246686,ROOFTOP
SERVICIO NACIONAL DE CAPACITACION PARA LA INDUSTRIA DE LA CONSTRUCCION,PE-RUC  20131377810,PERU LIMA AV. DE LA POESIA Nº 351 - SAN BORJA,"Av. De La Poesía 351, San Borja 15034, Peru",-12.0852404,-77.00660570000001,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE CORTEGANA,PE-RUC  20190685102,PERU CAJAMARCA JR. CELENDIN S/N,"Celendín, Peru",-6.8666512,-78.1421905,APPROXIMATE
MUNICIPALIDAD DISTRITAL VEINTISEIS DE OCTUBRE,PE-RUC  20529997401,PERU PIURA PROLONGACION AVENIDA GRAU MZ C LT 19 CONJUNTO HABITACIONAL MICAELA BASTIDAS,"Av. Grau, Piura, Peru",-5.1770116,-80.6865591,GEOMETRIC_CENTER
DIRECCION EJECUTIVA ANTIDROGAS - POLICIA NACIONAL DE PERU,PE-RUC  20556048861,PERU LIMA JR. ORACIO CACHAY N° 101,"Jr. Horacio Cachay Díaz 101, Lima 15034, Peru",-12.0891065,-77.0132531,ROOFTOP
INSTITUTO NACIONAL DE DEFENSA DE LA COMPETENCIA Y DE LA PROTECCION DE LA PROPIEDAD INTELECTUAL,PE-RUC  20133840533,PERU LIMA CALLE DE LA PROSA N° 104 - SAN BORJA,"De La Prosa 104, San Borja 15034, Peru",-12.085823,-77.007803,ROOFTOP
