Entidad,RUC,original_address,formatted_address,lat,lng,confidence
MUNICIPALIDAD DISTRITAL DE SAN JUAN DE MIRAFLORES,PE-RUC  20131378204,PERU LIMA LOS HEROES Nº655,"Los Héroes, San Juan de Miraflores 15804, Peru",-12.13839,-76.9589106,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE NUEVO IMPERIAL,PE-RUC  20148181544,PERU LIMA MANCHEGO MUÑOZ NO 410,"Lima, Peru",-12.0466888,-77.04308859999999,APPROXIMATE
MUNICIPALIDAD PROVINCIAL DE TUMBES,PE-RUC  20156696596,PERU TUMBES JR. BOLOGNESI Nº 194 -TUMBES,"Francisco Bolognesi 194, Tumbes 24001, Peru",-3.5708521,-80.45902509999999,ROOFTOP
GOBIERNO REGIONAL DE AMAZONAS SEDE CENTRAL,PE-RUC  20479569861,PERU AMAZONAS JR. ORTIZ ARRIETA 1250,"Jr. Ortiz Arriet 1250, Chachapoyas 01001, Peru",-6.235473499999999,-77.8733506,GEOMETRIC_CENTER
UNIVERSIDAD NACIONAL INTERCULTURAL DE LA SELVA CENTRAL JUAN SANTOS ATAHUALPA,PE-RUC  20568019521,PERU JUNIN JIRON LOS CEDROS N° 141 LA MERCED,"Jiron Los Cedros 141, San Ramón 12841, Peru",-11.1230218,-75.3575828,RANGE_INTERPOLATED
DIRECCION EJECUTIVA DE INVESTIGACION CRIMINAL Y APOYO A LA JUSTICIA PNP - DIREICAJ  PNP,PE-RUC  20556118079,PERU LIMA AV. ESPAÑA N° 323,"Av. España 323, Lima 15001, Peru",-12.0582015,-77.0396311,ROOFTOP
MUNICIPALIDAD DISTRITAL DE CHAVIN,PE-RUC  20192391521,PERU ICA PLAZA DE ARMAS SN,"W7F8+R88, Ica 11001, Peru",-14.07546,-75.7341811,GEOMETRIC_CENTER
MUNICIPALIDAD PROVINCIAL DE SAN MARCOS - PEDRO GALVEZ,PE-RUC  20175083937,PERU CAJAMARCA JR. LEONCIO PRADO NO 360,"Leoncio Prado 360, Cajamarca 06002, Peru",-7.1574833,-78.509334,RANGE_INTERPOLATED
MUNICIPALIDAD DISTRITAL DE SAN SEBASTIAN,PE-RUC  20159308961,PERU CUSCO PLAZA DE ARMAS,"Plaza de Armas de Cusco, Del Medio 123, Cusco 08000, Peru",-13.5167681,-71.9787795,ROOFTOP
MUNICIPALIDAD DISTRITAL DE PARINARI,PE-RUC  20195690988,PERU LORETO PLAZA DE ARMAS SN STA RITA DE CASTILLA RIO MARANON,"Marañón River, Peru",-6.39596616986117,-76.08282092815153,APPROXIMATE
MUNICIPALIDAD PROVINCIAL DE HUAMALIES - LLATA,PE-RUC  20175212095,PERU HUANUCO JR.HUANUCO No 310,"Jirón Huánuco 385, Cercado de Lima 15003, Peru",-9.928497,-76.2439278,ROOFTOP
"CENTRO NACIONAL DE ESTIMACION, PREVENCION Y REDUCCION DEL RIESGO DE DESASTRES",PE-RUC  20543891755,PERU LIMA CAL. SAN MARTIN NRO. 814 LIMA - LIMA - MIRAFLORES,"Miraflores, Peru",-12.1224896,-77.03135019999999,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE TAHUANIA,PE-RUC  20222295166,PERU UCAYALI AV. 07 JUNIO S/N - BOLOGNESI ALTO,"Bolognesi 25220, Peru",-10.06264,-74.007584,APPROXIMATE
MUNICIPALIDAD PROVINCIAL DE MELGAR - AYAVIRI,PE-RUC  20145614121,PERU PUNO JR.TACNA NO 562 2DO PISO,"2DO PISO, Tacna 562, Puno 21001, Peru",-15.8404589,-70.0254757,RANGE_INTERPOLATED
ZONA REGISTRAL N° III SEDE MOYOBAMBA,PE-RUC  20285139415,PERU SAN MARTIN Jr.Callao 587-Moyobamba,"Jr. Callao 587, Moyobamba 22001, Peru",-6.0345545,-76.97363849999999,ROOFTOP
MUNICIPALIDAD DISTRITAL DE LOBITOS,PE-RUC  20161458075,PERU PIURA NUEVA CIUDAD DE LOBITOS MZ. A-2,"A-2, Talara 20811, Peru",-4.5575751,-81.2721009,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE OMIA,PE-RUC  20170145365,PERU AMAZONAS AV VIRGEN DEL ROSARIO NO 245 OMIA,"Omia 01340, Peru",-6.416666999999999,-77.316667,APPROXIMATE
GOBIERNO REGIONAL DE PUNO-PROGRAMA REGIONAL DE RIEGO Y DRENAJE,PE-RUC  20199860551,PERU PUNO JR. CARABAYA 351 PUNO,"Jirón Carabaya 351, Puno 21001, Peru",-15.8393425,-70.0196899,ROOFTOP
ENTIDAD PRESTADORA  DE SERVICIO DE SANEAMIENTO DE ILO SA,PE-RUC  20115851919,PERU MOQUEGUA MIRAMAR MZ.C S/N.,"Moquegua, Peru",-17.1882694,-70.93179500000001,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE LURIN,PE-RUC  20131376767,PERU LIMA JR UNION SN CUADRA 1 NRO SN PLAZA DE ARMAS,"Cuadra 1, San Isidro 15046, Peru",-12.1011755,-77.0294076,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE MARANGANI,PE-RUC  20189921838,PERU CUSCO AV. SAN MARTIN No 102,"Alameda Pachacuteq 102, Cusco 08002, Peru",-13.5302859,-71.9692065,RANGE_INTERPOLATED
HOSPITAL HERMILIO VALDIZAN,PE-RUC  20172155317,PERU LIMA CARRETERA  CENTRAL  KM 3.5 SANTA ANITA,"Ctra. Central, Santa Anita, Peru",-12.051116,-76.9561853,GEOMETRIC_CENTER
