Entidad,RUC,original_address,formatted_address,lat,lng,confidence
GOBIERNO REGIONAL DE HUANUCO-EDUCACION,PE-RUC  20182362141,PERU HUANUCO JR. PROGRESO 462 HUANUCO,"462, Huánuco 10001, Peru",-9.9182091,-76.2384069,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE SAN JOSE - LAMBAYEQUE,PE-RUC  20163164401,PERU LAMBAYEQUE CALLE BOLOGNESI Nº 259 - SAN JOSÉ,"San José, Peru",-6.764576,-79.96822929999999,APPROXIMATE
GOBIERNO REGIONAL DE LA LIBERTAD - UNIDAD DE GESTION EDUCATIVA LOCAL 04 TRUJILLO SUR ESTE,PE-RUC  20539889622,PERU LA LIBERTAD AV. PERU NRO. 181 TRUJILLO LA LIBERTAD - TRUJILLO - TRUJILLO,"Av. Perú 181, Trujillo 13006, Peru",-8.1065491,-79.0217224,ROOFTOP
MUNICIPALIDAD DISTRITAL DE SAN RAFAEL - BELLAVISTA,PE-RUC  20531377924,PERU SAN MARTIN JR. LIMA S/N SAN RAFAEL,"Lima, Peru",-12.0466888,-77.04308859999999,APPROXIMATE
INSTITUTO VIAL PROVINCIAL DE JAEN,PE-RUC  20479950271,PERU CAJAMARCA Calle Simon Bolivar 1520 - Jaen,"Simón Bolívar 1520, Jaén 06801, Peru",-5.6879332,-78.8055188,RANGE_INTERPOLATED
MUNICIPALIDAD DISTRITAL DE MADRE DE DIOS,PE-RUC  20162310888,PERU MADRE DE DIOS AVENIDA MADRE DE DIOS S/N BOCA COLORADO,"Av. Madre de Dios, Boca Colorado 17601, Peru",-12.618443,-70.3942126,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE HUARIBAMBA,PE-RUC  20199261925,PERU HUANCAVELICA PLAZA PRINCIPAL SN HUARIBAMBA,"P3C6+5MC Plaza principal de Huaribamba, Huaribamba 09141, Peru",-12.2795584,-74.93834729999999,GEOMETRIC_CENTER
GOBIERNO REGIONAL DE PUNO-SALUD PUNO,PE-RUC  20185881700,PERU PUNO AV. EL SOL 1021 PUNO,"Av. El Sol 1021, Puno 21001, Peru",-15.8417176,-70.0213078,ROOFTOP
GOBIERNO REGIONAL DE AMAZONAS - HOSPITAL DE APOYO CHACHAPOYAS,PE-RUC  20437350800,PERU AMAZONAS AV. DANIEL ALCIDES CARRION CHACHAPOYAS,"Chachapoyas, Peru",-6.230154700000001,-77.87084779999999,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE HUASO,PE-RUC  20211492687,PERU LA LIBERTAD CALLE DE LA PUENTE UCEDA S/N,Peru,-9.189967,-75.015152,APPROXIMATE
