Entidad,RUC,original_address,formatted_address,lat,lng,confidence
MUNICIPALIDAD PROVINCIAL DE ACOMAYO,PE-RUC  20167768076,PERU CUSCO PLAZA DE ARMAS,"Plaza de Armas de Cusco, Del Medio 123, Cusco 08000, Peru",-13.5167681,-71.9787795,ROOFTOP
GOBIERNO REGIONAL DE LA LIBERTAD-SALUD UTES PACASMAYO,PE-RUC  20223966684,PERU LA LIBERTAD AV. LA VICTORIA GUADALUPE,Peru,-9.189967,-75.015152,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE ACORIA,PE-RUC  20176705061,PERU HUANCAVELICA PARQUE PRINCIPAL S/N-HUANCAVELICA,"Huanca-Huanca 09430, Peru",-12.9169261,-74.6092986,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE COLQUEMARCA,PE-RUC  20214936519,PERU CUSCO RAMON CASTILLA 2DO PISO,"Ramon Castilla, Cusco, Peru",-13.5262952,-71.9674324,GEOMETRIC_CENTER
UNIDAD EJECUTORA FRENTE POLICIAL PUNO,PE-RUC  20601110670,PERU PUNO AV. EL SOL N° 450,"Av. El Sol 450, Puno 21001, Peru",-15.8355409,-70.0234384,ROOFTOP
MUNICIPALIDAD DISTRITAL DE SAN LORENZO,PE-RUC  20208823443,PERU JUNIN AV.28 DE JULIO 753,"Junin, Peru",-11.335798,-75.34121789999999,APPROXIMATE
MUNICIPALIDAD PROVINCIAL DE VILCASHUAMAN,PE-RUC  20166871035,PERU AYACUCHO PLAZA PRINCIPAL VILCASHUAMAN,"Vilcashuamán 05326, Peru",-13.6541087,-73.9521468,APPROXIMATE
EMPRESA NACIONAL DE LA COCA S.A.,PE-RUC  20114883230,PERU CUSCO CAL. TENERIAS NRO. 103 URB. SAN TUTIS CUSCO - CUSCO - SAN SEBASTIAN,"Tenerias 103, Cusco 08006, Peru",-13.5329684,-71.91148919999999,ROOFTOP
MUNICIPALIDAD PROVINCIAL DE TAMBOPATA,PE-RUC  20162298659,PERU MADRE DE DIOS AV.LEON VELARDE Nº230,"Av. Leon Velarde, Puerto Maldonado 17001, Peru",-12.5992302,-69.1817352,GEOMETRIC_CENTER
INSTITUTO VIAL PROVINCIAL DE CELENDIN,PE-RUC  20496196261,PERU CAJAMARCA JR CACERES N 805,"Cajamarca, Peru",-7.1617465,-78.51278549999999,APPROXIMATE
