Entidad,RUC,original_address,formatted_address,lat,lng,confidence
MUNICIPALIDAD DISTRITAL DE PUTUMAYO,PE-RUC  20174998826,NO DISPONIBLE,,,,NOT_FOUND
SOCIEDAD DE BENEFICENCIA PUBLICA DE LA OROYA - JUNIN,PE-RUC  20179318653,NO DISPONIBLE,,,,NOT_FOUND
ASAMBLEA NACIONAL DE RECTORES,PE-RUC  20131372265,PERU LIMA CALLE ALDABAS 337 URBANIZACION LAS GARDENIAS,"C. Aldabas 337, Santiago de Surco 15039, Peru",-12.1280302,-76.98226269999999,ROOFTOP
MANCOMUNIDAD MUNICIPAL TUPAC AMARU II,PE-RUC  20490906844,NO DISPONIBLE,,,,NOT_FOUND
UNIDAD COORDINADORA DE CIENCIA Y TECNOLOGIA - FINCYT,PE-RUC  20516322064,PERU LIMA CALLE BRIGADIER PUMACAHUA 2749 - LINCE,"Jirón Brigadier Mateo Pumacahua 2749, Lince 15073, Peru",-12.0846705,-77.0434849,RANGE_INTERPOLATED
SOCIEDAD DE BENEFICENCIA PUBLICA DE TUMBES,PE-RUC  20190330070,NO DISPONIBLE,,,,NOT_FOUND
MANCOMUNIDAD MUNICIPAL TALLAN,PE-RUC  20526641958,NO DISPONIBLE,,,,NOT_FOUND
EMPRESA MINERA DEL CENTRO DEL PERU S.A. EN LIQUIDACION,PE-RUC  20100176531,PERU LIMA AV: LA POESIA Nº 155    SAN BORJAS,"Av. De La Poesía 155, San Borja 15034, Peru",-12.0874109,-77.0058183,ROOFTOP
EMPRESA NACIONAL PESQUERA S.A. EN LIQUIDACION,PE-RUC  20100032962,PERU LIMA AV. DE LA POESIA Nº 155 SAN BORJA LIMA,"Av. De La Poesía 155, San Borja 15034, Peru",-12.0874109,-77.0058183,ROOFTOP
SOCIEDAD DE BENEFICENCIA PUBLICA DE TARMA,PE-RUC  20162507754,NO DISPONIBLE,,,,NOT_FOUND
SOCIEDAD DE BENEFICENCIA PUBLICA DE PASCO,PE-RUC  20172390073,NO DISPONIBLE,,,,NOT_FOUND
MANCOMUNIDAD MUNICIPAL DE LA QUEBRADA DEL MANTARO JAUJA,PE-RUC  20568275102,NO DISPONIBLE,,,,NOT_FOUND
DIRECCION DE SALUD V LIMA CIUDAD,PE-RUC  20126484560,PERU LIMA AV. PASEO DE LA REPUBLICA Nº 3810-3820 - SAN ISIDRO,"Av. P.º de la República 3810, San Isidro 15046, Peru",-12.1018686,-77.0277275,ROOFTOP
INSTITUTO VIAL PROVINCIAL MUNICIPAL DE TUMBES,PE-RUC  20409298193,NO DISPONIBLE,,,,NOT_FOUND
MUNICIPALIDAD DISTRITAL DE HUAMPARA,PE-RUC  20195577073,PERU LIMA PLAZA DE ARMAS S/N,"Lima Main Square, Jr. Junín cdra. 1, Lima 15001, Peru",-12.0459618,-77.0305324,ROOFTOP
SOCIEDAD DE BENEFICENCIA PUBLICA DE MOLLENDO,PE-RUC  20170499418,NO DISPONIBLE,,,,NOT_FOUND
SOCIEDAD DE BENEFICENCIA PUBLICA DE HUANTA,PE-RUC  20171723796,NO DISPONIBLE,,,,NOT_FOUND
MUNICIPALIDAD DISTRITAL DE HUAROS,PE-RUC  20198248372,NO DISPONIBLE,,,,NOT_FOUND
INSTITUTO DE VIALIDAD MUNICIPAL DE LA PROVINCIA DE TAMBOPATA,PE-RUC  20527298661,NO DISPONIBLE,,,,NOT_FOUND
UNIDAD DE GESTION DE LUCHA CONTRA LAS DROGAS,PE-RUC  20551054722,PERU LIMA AV. BENAVIDES NRO. 2199 INT. 20 (FRENTE AL COLEGIO JUANA ALARCO DE DAMMER) LIMA - LIMA - MIRAFLORES,"INT. 20, Av. Alfredo Benavides 2199, Miraflores 15048, Peru",-12.127351,-77.0098122,ROOFTOP
"INSTITUTO NACIONAL DE DESARROLLO DE PUEBLOS ANDINOS, AMAZONICOS Y AFROPERUANO - INDEPA",PE-RUC  20511329982,"INSTITUTO NACIONAL DE DESARROLLO DE PUEBLOS ANDINOS, AMAZONICOS Y AFROPERUANO - INDEPA PE-RUC 20511329982",,,,NOT_FOUND
INSTITUTO VIAL PROVINCIAL MUNICIPAL DE PATAZ,PE-RUC  20477197630,NO DISPONIBLE,,,,NOT_FOUND
SOCIEDAD DE BENEFICENCIA PUBLICA DE CHOTA,PE-RUC  20311493125,NO DISPONIBLE,,,,NOT_FOUND
DIRECCION GENERAL DE GOBIERNO INTERIOR UE 027,PE-RUC  20520557921,NO DISPONIBLE,,,,NOT_FOUND
GOBIERNO REGIONAL DE TUMBES - HOSPITAL DE APOYO JOSE A. MENDOZA OLAVARRIA - JAMO TUMBES,PE-RUC  20366956094,NO DISPONIBLE,,,,NOT_FOUND
MANCOMUNIDAD MUNICIPAL DE LA CUENCA DEL RIO SAN JUAN,PE-RUC  20534470151,NO DISPONIBLE,,,,NOT_FOUND
MANCOMUNIDAD MUNICIPAL DE LA CUENCA VALLE DE LURIN,PE-RUC  20547581971,NO DISPONIBLE,,,,NOT_FOUND
MANCOMUNIDAD MUNICIPAL HUAYTAPALLANA,PE-RUC  20568241976,NO DISPONIBLE,,,,NOT_FOUND
MANCOMUNIDAD MUNICIPAL NUEVA REQUENA - PADRE MARQUEZ,PE-RUC  20393750520,NO DISPONIBLE,,,,NOT_FOUND
MANCOMUNIDAD MUNICIPAL INTEGRACION FRONTERIZA COLLPA,PE-RUC  20532828814,NO DISPONIBLE,,,,NOT_FOUND
MANCOMUNIDAD MUNICIPAL DE PARAMOS Y CUENCAS DE JAEN,PE-RUC  20487817725,NO DISPONIBLE,,,,NOT_FOUND
PROGRAMA NACIONAL DE ASISTENCIA ALIMENTARIA,PE-RUC  20508011793,NO DISPONIBLE,,,,NOT_FOUND
MANCOMUNIDAD MUNICIPAL USCOVILCA ACOBAMBA - HUANCAVELICA,PE-RUC  20541595440,NO DISPONIBLE,,,,NOT_FOUND
MANCOMUNIDAD MUNICIPAL LOS ANDES SUR AYACUCHO AREQUIPA,PE-RUC  20534455781,NO DISPONIBLE,,,,NOT_FOUND
BANCO AGROPECUARIO,PE-RUC  20504565794,NO DISPONIBLE,,,,NOT_FOUND
MANCOMUNIDAD MUNICIPAL SALHUANA,PE-RUC  20542495945,NO DISPONIBLE,,,,NOT_FOUND
PROGRAMA NACIONAL DE FORMACION Y CAPACITACION PERMANENTE - UE 112,PE-RUC  20516129493,NO DISPONIBLE,,,,NOT_FOUND
INSTITUTO VIAL PROVINCIAL MUNICIPAL DE SUCRE,PE-RUC  20494401542,NO DISPONIBLE,,,,NOT_FOUND
INSTITUTO VIAL PROVINCIAL MUNICIPAL ANTONIO RAYMONDI,PE-RUC  20407951973,NO DISPONIBLE,,,,NOT_FOUND
FONDO DE SEGURO DE RETIRO Y CESACION  DE LA MGP - FOSERECE,PE-RUC  20503072719,NO DISPONIBLE,,,,NOT_FOUND
DIRECCION GENERAL DE MIGRACIONES Y NATURALIZACION,PE-RUC  20524413401,NO DISPONIBLE,,,,NOT_FOUND
"UNIDAD EJECUTORA 002 INDUSTRIA, MYPES Y CITES",PE-RUC  20538677401,NO DISPONIBLE,,,,NOT_FOUND
DIRECCION ANTIDROGAS DE LA PNP,PE-RUC  20524500559,NO DISPONIBLE,,,,NOT_FOUND
DIRECCION DE INVESTIGACION CRIMINAL UE 026 PNP,PE-RUC  20520686577,NO DISPONIBLE,,,,NOT_FOUND
INSTITUTO NACIONAL DE CULTURA,PE-RUC  20131370483,NO DISPONIBLE,,,,NOT_FOUND
PROGRAMA NACIONAL WAWA WASI,PE-RUC  20429196834,NO DISPONIBLE,,,,NOT_FOUND
MEF-UNIDAD ESPECIAL PL480,PE-RUC  20335178239,NO DISPONIBLE,,,,NOT_FOUND
SOCIEDAD DE BENEFICENCIA PUBLICA DE HUANCAVELICA,PE-RUC  20207338029,NO DISPONIBLE,,,,NOT_FOUND
FONDO PARA LA RECONSTRUCCION INTEGRAL DE LAS ZONAS AFECTADAS POR LOS SISMOS - FORSUR,PE-RUC  20517348075,NO DISPONIBLE,,,,NOT_FOUND
PROGRAMA NACIONAL DE MOVILIZACION POR LA ALFABETIZACION  UE 109,PE-RUC  20514521787,NO DISPONIBLE,,,,NOT_FOUND
UNIDAD EJECUTORA 008 MODERNIZACION Y DESCENTRALIZACION DEL ESTADO,PE-RUC  20508312564,NO DISPONIBLE,,,,NOT_FOUND
COMPAÑIA DE NEGOCIACIONES MOBILIARIAS E INMOBILIARIAS S.A.,PE-RUC  20100101522,NO DISPONIBLE,,,,NOT_FOUND
INSTITUTO NACIONAL DE CULTURA CUSCO - INC SEDE CUSCO,PE-RUC  20171165092,NO DISPONIBLE,,,,NOT_FOUND
SOCIEDAD DE BENEFICENCIA PUBLICA DE CHINCHA,PE-RUC  20190230954,NO DISPONIBLE,,,,NOT_FOUND
EMPRESA NACIONAL DE FERROCARRILES S.A. EN LIQUIDACION,PE-RUC  20100437946,NO DISPONIBLE,,,,NOT_FOUND
CAJA MUNICIPAL DE AHORRO Y CREDITO DE SULLANA S.A.,PE-RUC  20102881347,NO DISPONIBLE,,,,NOT_FOUND
INMOBILIARIA MILENIA S.A. - INMISA,PE-RUC  20499141051,NO DISPONIBLE,,,,NOT_FOUND
CAJA MUNICIPAL DE AHORRO Y CREDITO DE CUSCO S.A.,PE-RUC  20114839176,NO DISPONIBLE,,,,NOT_FOUND
CAJA MUNICIPAL DE AHORRO Y CREDITO DE MAYNAS S.A.,PE-RUC  20103845328,NO DISPONIBLE,,,,NOT_FOUND
CAJA MUNICIPAL DE AHORRO Y CREDITO DE PIURA S.A.C.,PE-RUC  20113604248,NO DISPONIBLE,,,,NOT_FOUND
UNIDAD COORD.PROY.INVESTIG. Y EXT. AGRICOLA - INCA AGRO,PE-RUC  20501508102,NO DISPONIBLE,,,,NOT_FOUND
CAJA MUNICIPAL DE AHORRO Y CREDITO DE AREQUIPA S.A.,PE-RUC  20100209641,NO DISPONIBLE,,,,NOT_FOUND
CAJA MUNICIPAL DE AHORRO Y CREDITO DE TRUJILLO S.A.,PE-RUC  20132243230,NO DISPONIBLE,,,,NOT_FOUND
CAJA MUNICIPAL DE AHORRO Y CREDITO DE TACNA S.A.,PE-RUC  20130098488,NO DISPONIBLE,,,,NOT_FOUND
BANCO DE LA VIVIENDA DEL PERU EN LIQUIDACION,PE-RUC  20100046912,BANCO DE LA VIVIENDA DEL PERU EN LIQUIDACION PE-RUC 20100046912,"Housing Bank, Jr. Cusco 177, Lima 15001, Peru",-12.0492271,-77.0324682,ROOFTOP
