Entidad,RUC,original_address,formatted_address,lat,lng,confidence
MUNICIPALIDAD DISTRITAL DE SAN JERONIMO - CUSCO,PE-RUC  20159386253,PERU CUSCO PLAZA DE ARMAS,"Plaza de Armas de Cusco, Del Medio 123, Cusco 08000, Peru",-13.5167681,-71.9787795,ROOFTOP
UNIDAD EJECUTORA MC-CUSCO,PE-RUC  20490345397,PERU CUSCO CALLE MARURY 340,"Cusco, Peru",-13.53195,-71.96746259999999,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE ALTO LARAN,PE-RUC  20191161743,PERU ICA PLAZA DE ARMAS NO 150,"W7F8+R88, Ica 11001, Peru",-14.07546,-75.7341811,GEOMETRIC_CENTER
MINISTERIO PUBLICO-GERENCIA ADMINISTRATIVA DE SAN MARTIN,PE-RUC  20600027426,PERU SAN MARTIN GRAU NRO 484,Peru,-9.189967,-75.015152,APPROXIMATE
MUNICIPALIDAD PROVINCIAL DE EL COLLAO - ILAVE,PE-RUC  20181438364,PERU PUNO INDEPENDENCIA 210,"Puno, Peru",-15.8402218,-70.0218805,APPROXIMATE
GOBIERNO REGIONAL DE MADRE DE DIOS-DIRECCION REGIONAL DE TRANSPORTE Y COMUNICACIONES,PE-RUC  20199189710,PERU MADRE DE DIOS JR. LORETO 178 PUERTO MALDONADO,"Loreto 178, Puerto Maldonado 17001, Peru",-12.5942429,-69.1752656,RANGE_INTERPOLATED
UNIVERSIDAD NACIONAL DE LA AMAZONIA PERUANA,PE-RUC  20180260316,PERU LORETO AV. GRAU Nº 1072,"Av. Grau 1072, Iquitos 16001, Peru",-3.7565686,-73.25115160000001,ROOFTOP
MUNICIPALIDAD DISTRITAL DE CARABAMBA,PE-RUC  20206513005,PERU LA LIBERTAD PLAZA DE ARMAS S/N 2DO PISO,Peru,-9.189967,-75.015152,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE MOLLEPATA - SANTIAGO DE CHUCO,PE-RUC  20275974243,PERU LA LIBERTAD PLAZA DE ARMAS S/N - MOLLEPATA,"Mollepata 08645, Peru",-13.5147876,-72.5463382,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE PUCALA,PE-RUC  20396017963,PERU LAMBAYEQUE VACIO/NULO,"Lambayeque, Peru",-6.7044468,-79.9042472,APPROXIMATE
UNIDAD DE GESTION EDUCATIVA LOCAL DE PUTUMAYO,PE-RUC  20602296904,PERU LORETO 28 DE JULIO S/N,"28 De Julio, Iquitos, Peru",-3.7276304,-73.2488933,GEOMETRIC_CENTER
EMPRESA MUNICIPAL DE SERVICIO ELECTRICO DE TOCACHE S.A.,PE-RUC  20143611893,PERU SAN MARTIN JR. BOLOGNESI Nº 290,"Jr. Bolognesi 290, Magdalena del Mar 15086, Peru",-12.0923506,-77.0704634,ROOFTOP
COMPLEJO TURISTICO BAÑOS DEL INCA,PE-RUC  20194799862,PERU CAJAMARCA AV. ATAHUALPA S/N - PLAZA DE ARMAS,"Plaza de Armas of Cajamarca, Jr del Batán, Cajamarca 06001, Peru",-7.157005,-78.51755299999999,GEOMETRIC_CENTER
GOBIERNO REGIONAL DE HUÁNUCO - RED DE SALUD YAROWILCA,PE-RUC  20608951106,PERU HUANUCO SAN JUAN SN VIRGEN DE FÁTIMA,"Huánuco, Peru",-9.920764799999999,-76.2410843,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE LA CRUZ,PE-RUC  20187377103,PERU TUMBES CALLE PIURA Nº 228,"Piura 228, Tumbes 24001, Peru",-3.5671616,-80.4611844,RANGE_INTERPOLATED
MUNICIPALIDAD DISTRITAL DE CHUPURO,PE-RUC  20202667750,PERU JUNIN PLAZA PRINCIPAL S/N - CHUPURO,"3MJP+JR2 Plaza Principal De Concepción, 755, Concepción 12126, Peru",-11.9184824,-75.3129751,GEOMETRIC_CENTER
GOBIERNO REGIONAL DE HUANCAVELICA - EDUCACION UGEL ANGARAES,PE-RUC  20541487477,PERU HUANCAVELICA JR. RICARDO FERNANDEZ NRO. 500 BARRIO PUEBLO NUEVO HUANCAVELICA - ANGARAES - LIRCAY,"278H+8X8, Lircay 09406, Peru",-12.9842401,-74.7200494,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE SAN JUAN DE CUTERVO,PE-RUC  20311131487,PERU CAJAMARCA CALLE SAN ISIDRO,"Psje. San Isidro, Cajamarca 06003, Peru",-7.1766423,-78.4930408,GEOMETRIC_CENTER
GOBIERNO REGIONAL DE AMAZONAS - HOSPITAL DE APOYO BAGUA,PE-RUC  20479568627,PERU AMAZONAS AV. HEROES DEL CENEPA NRO. 980 AMAZONAS - BAGUA - LA PECA,"Av Héroes del Cenepa 980, Bagua 01721, Peru",-5.639776899999999,-78.5307258,ROOFTOP
INSTITUTO VIAL PROVINCIAL MUNICIPAL DANIEL CARRION,PE-RUC  20489295831,PERU PASCO JR. 28 DE JULIO S/N,"Jr. 28 de Julio, Yanahuanca 19601, Peru",-10.4912038,-76.513099,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE COAZA,PE-RUC  20159410499,PERU PUNO CALLE GRAU S/N,"Grau, Puno 21001, Peru",-15.8397467,-70.0285197,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE CABANA - LUCANAS,PE-RUC  20232203260,PERU AYACUCHO JR.LIMA,"Jirón Lima 267, Ayacucho 05003, Peru",-13.1604943,-74.2282737,ROOFTOP
GOBIERNO REGIONAL DE HUANCAVELICA-AGRICULTURA,PE-RUC  20443619811,PERU HUANCAVELICA AV. AUGUSTO B. LEGUIA 171 HUANCAVELICA,"Augusto B. Leguia 171, Huancavelica 09001, Peru",-12.7890726,-74.9770399,ROOFTOP
MUNICIPALIDAD DISTRITAL DE BAÑOS,PE-RUC  20145883459,PERU HUANUCO PLAZA DE ARMAS,"3QC6+54W Plaza de Armas de Huanuco, Jirón Dámaso Beraún, Huánuco 10001, Peru",-9.9295128,-76.2396813,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE CHURUJA,PE-RUC  20170015666,PERU AMAZONAS PARQUE CHURUJA,"Churuja, 01110, Peru",-6.0075281,-77.93959699999999,APPROXIMATE
GOBIERNO REGIONAL DE PUNO-DIRECCION REGIONAL DE PRODUCE,PE-RUC  20363160043,PERU PUNO JR ANDAHUAYLAS 239,"Andahuaylas 239, Puno 21001, Peru",-15.8340537,-70.02274170000001,ROOFTOP
