Entidad,RUC,original_address,formatted_address,lat,lng,confidence
MUNICIPALIDAD DISTRITAL DE POLOBAYA,PE-RUC  20205316907,PERU AREQUIPA PLAZA PRINCIPAL S/N,"Pl. Principal, Characato 04012, Peru",-16.469155,-71.4844938,GEOMETRIC_CENTER
GOBIERNO REGIONAL DE PUNO-EDUCACION ADE PUTINA,PE-RUC  20405631211,PERU PUNO JR. MELGAR 145 PUTINA,"Jr. Melgar 145, Puno 21001, Peru",-15.8383874,-70.0256041,RANGE_INTERPOLATED
MUNICIPALIDAD DISTRITAL DE CHILCAYOC,PE-RUC  20214704499,PERU AYACUCHO AV.CARRION,"Carlos Carrión, Ayacucho 05002, Peru",-13.1785767,-74.2087143,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE EDUARDO VILLANUEVA,PE-RUC  20179251133,PERU CAJAMARCA AV.SAN JUAN Nº498,"San Juan, Cajamarca 06002, Peru",-7.1633212,-78.5084154,GEOMETRIC_CENTER
AUTORIDAD MUNICIPAL DE LOS PANTANOS DE VILLA - PROHVILLA,PE-RUC  20508353759,PERU LIMA CALLE LAS TORTUGAS NRO 401  403,"403, Las Tortugas 401, Lima 15067, Peru",-12.2061055,-77.01338799999999,ROOFTOP
MUNICIPALIDAD DISTRITAL DE NAVAN,PE-RUC  20175970275,PERU LIMA JR. ARICA S/N,"Jr. Arica, Miraflores 15074, Peru",-12.1139529,-77.0357653,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE NUEVE DE JULIO,PE-RUC  20191894228,PERU JUNIN AVENIDA ESPAÑA NO 111,"Junín, Peru",-11.1581925,-75.9926306,APPROXIMATE
MANCOMUNIDAD MUNICIPAL DE LA CUENCA SUR ORIENTAL DE AREQUIPA,PE-RUC  20605553550,PERU AREQUIPA CALLE 27 DE MAYO - PLAZA PRINCIPAL S/N,"C. 27 de Mayo, 04300, Peru",-16.4861007,-71.465554,GEOMETRIC_CENTER
GOBIERNO REGIONAL DE PUNO - UNIDAD DE GESTION EDUCATIVA LOCAL CRUCERO,PE-RUC  20448697054,PERU PUNO JR. VELASCO ASTETE NRO. 105 PUNO - CARABAYA - CRUCERO,"Velasco Astete 105, Puno 21002, Peru",-15.8437435,-70.02565179999999,RANGE_INTERPOLATED
MUNICIPALIDAD DISTRITAL DE TAPACOCHA,PE-RUC  20206591065,PERU ANCASH PLAZA DE ARMAS,"Plaza de Armas de Chimbote, Chimbote 02803, Peru",-9.0747672,-78.5935848,APPROXIMATE
ESTACION EXPERIMENTAL AGRARIA EL PORVENIR - SAN MARTIN,PE-RUC  20542249669,PERU SAN MARTIN JR. MARTINEZ DE COMPAGÑON NRO. 1035 SAN MARTIN - SAN MARTIN - TARAPOTO,"Jirón Martínez de Compañón 1035, Tarapoto 22201, Peru",-6.4937207,-76.3671765,ROOFTOP
MUNICIPALIDAD DISTRITAL DE LLIPA,PE-RUC  20228222845,PERU ANCASH AV.LIMA MZ 6 LOTE 2,"Lima, Peru",-12.0466888,-77.04308859999999,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE TORIBIO CASANOVA,PE-RUC  20226359215,PERU CAJAMARCA Calle San Martin s/n - La Sacilia,"La Sacilia, Peru",-5.951555,-78.7357202,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE ANDAJES,PE-RUC  20227388871,PERU LIMA PLAZA MUNICIPAL S/N,"Lima, Peru",-12.0466888,-77.04308859999999,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE VIQUES,PE-RUC  20188334840,PERU JUNIN TUPAC AMARU Y PLAZA PRINCIPAL INTERIOR 3,"3MJP+JR2 Plaza Principal De Concepción, 755, Concepción 12126, Peru",-11.9184824,-75.3129751,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE SAN ANDRES DE TUPICOCHA,PE-RUC  20298614635,PERU LIMA PLAZA DE ARMAS S/N,"Lima Main Square, Jr. Junín cdra. 1, Lima 15001, Peru",-12.0459618,-77.0305324,ROOFTOP
MUNICIPALIDAD DISTRITAL DE CALAPUJA,PE-RUC  20181430380,PERU PUNO PLAZA DE ARMAS S/N,"Plaza Mayor de Puno, Jr. Deustua 458, Puno 21001, Peru",-15.8405816,-70.0279072,ROOFTOP
MUNICIPALIDAD DISTRITAL DE COCHAS - YAUYOS,PE-RUC  20227884771,PERU LIMA PLAZA DE ARMAS S/N,"Lima Main Square, Jr. Junín cdra. 1, Lima 15001, Peru",-12.0459618,-77.0305324,ROOFTOP
MUNICIPALIDAD DISTRITAL DE CHICCHE,PE-RUC  20228778525,PERU JUNIN DANIEL ALCIDES CARRION 2DO PISO,"Junin, Peru",-11.335798,-75.34121789999999,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE HUALHUAS,PE-RUC  20204039268,PERU JUNIN AV. ALFONSO UGARTE Nº 433 PARQUE PRINCIPAL,"Junín, Peru",-11.1581925,-75.9926306,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE EL ESLABON,PE-RUC  20154550128,PERU SAN MARTIN JR. COMERCIO Nº 206,"Jr Comercio 206, Lurín 15823, Peru",-12.2278316,-76.8607044,ROOFTOP
