Entidad,RUC,original_address,formatted_address,lat,lng,confidence
MUNICIPALIDAD DISTRITAL DE QUERECOTILLO,PE-RUC  20146761985,PERU PIURA PLAZA DE ARMAS NO 112,"Plaza de Armas de Piura, Jr. Huancavelica 724, Piura 20001, Peru",-5.197195,-80.62664889999999,ROOFTOP
GOBIERNO REGIONAL DE LORETO SEDE CENTRAL,PE-RUC  20493196902,PERU LORETO AV. ABELARDO QUIÑONES KM 1.5,"Av. José Abelardo Quiñones, Iquitos, Peru",-3.7777772,-73.2915552,GEOMETRIC_CENTER
SERVICIOS POSTALES DEL PERU S.A.,PE-RUC  20256136865,PERU LIMA Av. Tomás Valle Cdra. 7 S/N,"Av. Tomás Valle, Lima, Peru",-12.0128956,-77.0799981,GEOMETRIC_CENTER
MUNICIPALIDAD PROVINCIAL DE ESPINAR,PE-RUC  20147346434,PERU CUSCO PLAZA DE ARMAS,"Plaza de Armas de Cusco, Del Medio 123, Cusco 08000, Peru",-13.5167681,-71.9787795,ROOFTOP
MUNICIPALIDAD DISTRITAL DE TICACO,PE-RUC  20207729052,PERU TACNA AUGUSTO B. LEGUIA S/N 2DO PISO,"Augusto B. Leguía, Tacna 23004, Peru",-18.0451139,-70.2507177,GEOMETRIC_CENTER
MUNICIPALIDAD PROVINCIAL DE CAÑETE - SAN VICENTE DE CAÑETE,PE-RUC  20154440373,PERU LIMA JR.BOLOGNESI NO 250,"Jr. Bolognesi 250, Magdalena del Mar 15086, Peru",-12.0924567,-77.0700292,RANGE_INTERPOLATED
GOBIERNO REGIONAL DE CAJAMARCA-HOSPITAL CAJAMARCA,PE-RUC  20166728585,PERU CAJAMARCA AV. MARIO URTEAGA 500 CAJAMARCA,"Av. Mario Urteaga 500, Cajamarca 06002, Peru",-7.1555285,-78.5137597,ROOFTOP
MUNICIPALIDAD PROVINCIAL DE CARABAYA - MACUSANI,PE-RUC  20206921898,PERU PUNO PLAZA 28 DE JULIO 401 MACUSANI CARABAYA PUNO,"Plaza 28 de Julio, Carr. Interoceanica, Macusani 21251, Peru",-14.0684861,-70.4314292,GEOMETRIC_CENTER
MUNICIPALIDAD PROVINCIAL DE CUTERVO,PE-RUC  20174691267,PERU CAJAMARCA JR. RAMON CASTILLA Nº403,"Jr. Ramon Castilla, Cajamarca 06003, Peru",-7.1723232,-78.5112977,GEOMETRIC_CENTER
GOBIERNO REGIONAL DE LORETO - GERENCIA SUB REGIONAL DE UCAYALI - CONTAMANA,PE-RUC  20450860621,PERU LORETO CALLE MOISES RENGIFO 418 CONTAMANA,"C. Moises Rengifo, Contamana 16480, Peru",-7.3475484,-75.0068774,GEOMETRIC_CENTER
MINISTERIO DEL INTERIOR - PNP UE 001 OGA,PE-RUC  20131366966,PERU LIMA Plaza 30 de Agosto - Urb. Corpac LIMA,"30 de Agosto, Villa María del Triunfo, Peru",-12.144367,-76.952907,GEOMETRIC_CENTER
MUNICIPALIDAD PROVINCIAL DE SANCHEZ CERRO - OMATE,PE-RUC  20193063218,PERU MOQUEGUA CALLE GRAU Nº 101,"C. Grau 101, Omate 18200, Peru",-16.673802,-70.9705271,ROOFTOP
MINISTERIO DE EDUCACION,PE-RUC  20131370998,PERU LIMA AV. DE LA POESIA Nº 155,"Av. De La Poesía 155, San Borja 15034, Peru",-12.0874109,-77.0058183,ROOFTOP
MUNICIPALIDAD DISTRITAL DE SIMON BOLIVAR,PE-RUC  20162538714,PERU PASCO AV. SIMON BOLIVAR Nº2 2DO. PISO,"Av. Simon Bolivar, Cerro De Pasco 19001, Peru",-10.6631796,-76.2561661,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE ALTO SELVA ALEGRE,PE-RUC  20311886879,PERU AREQUIPA ESQ. AV. OBRERA CON CALLE JOSE OLAYA S/N,"Av Obrera, Arequipa, Peru",-16.3790997,-71.5191488,GEOMETRIC_CENTER
GOBIERNO REGIONAL DE LAMBAYEQUE - PROYECTO ESPECIAL OLMOS - TINAJONES,PE-RUC  20148346055,PERU LAMBAYEQUE CAL. LAS VIOLETAS NRO. 148 URB. LOS LIBERTADORES LAMBAYEQUE - CHICLAYO - CHICLAYO,"Las Violetas 148, Chiclayo 14009, Peru",-6.7697945,-79.85759829999999,ROOFTOP
MUNICIPALIDAD DISTRITAL DE MAJES - VILLA EL PEDREGAL,PE-RUC  20496934866,PERU AREQUIPA AV.  MUNICIPAL MZ. 3EF - LT F-3,"Arequipa, Peru",-16.4057001,-71.5400994,APPROXIMATE
HOSPITAL NACIONAL DOS DE MAYO,PE-RUC  20160388570,PERU LIMA PARQUE HISTORIA DE LA MEDICINA PERUANA S/N  (ALTURA CDRA. 13 AV. GRAU) CERCADO DE LIMA,"Parque ""Historia de la Medicina Peruana"", Lima, Peru",-12.0567249,-77.0174033,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE JACOBO HUNTER,PE-RUC  20168918942,PERU AREQUIPA AVENIDA VIÑA DEL MAR SN JACOBO HUNTER AREQUIPA AREQUIPA,"Viña del Mar, Jacobo Hunter 04011, Peru",-16.4440038,-71.5550887,GEOMETRIC_CENTER
MUNICIPALIDAD PROVINCIAL DE SANCHEZ CARRION - HUAMACHUCO,PE-RUC  20141897935,PERU LA LIBERTAD JR. RAMON CASTILLA NO 564,"Jr. Ramon Castilla 564, Tarapoto 22201, Peru",-6.4869034,-76.375187,ROOFTOP
MUNICIPALIDAD DISTRITAL DE BARRANCO,PE-RUC  20131367776,PERU LIMA AV.PROLONGACION SAN MARTIN S/N,"Lima, Peru",-12.0466888,-77.04308859999999,APPROXIMATE
GOBIERNO REGIONAL DE CAJAMARCA - UNIDAD EJECUTORA SALUD CAJAMARCA,PE-RUC  20603980248,PERU CAJAMARCA MARIO URTEAGA,"Av. Mario Urteaga, Cajamarca 06002, Peru",-7.1593538,-78.5097707,GEOMETRIC_CENTER
MUNICIPALIDAD PROVINCIAL DEL ALTO AMAZONAS - YURIMAGUAS,PE-RUC  20177662446,PERU LORETO PLAZA DE ARMAS Nº 112 - 114 - 116,"Iquitos Square, Jirón Putumayo 253, Iquitos 16002, Peru",-3.749314999999999,-73.24443939999999,ROOFTOP
MUNICIPALIDAD DISTRITAL DE SAN JOSE DE LOURDES,PE-RUC  20201842647,PERU CAJAMARCA CALLE TACNA Nº 104,"Cajamarca, Peru",-7.1617465,-78.51278549999999,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE TISCO,PE-RUC  20190592511,PERU AREQUIPA PLAZA DE ARMAS NO 2200,"Pl. de Armas, Arequipa 04001, Peru",-16.3992342,-71.5370862,GEOMETRIC_CENTER
GOBIERNO REGIONAL DE SAN MARTIN - PROYECTO ESPECIAL ALTO MAYO,PE-RUC  20172237127,PERU SAN MARTIN CALLE MARGINAL NO 233 CON JR 20 DE ABRIL NO 2368,"20 de Abril, Trujillo 13011, Peru",-8.1101054,-79.0396097,APPROXIMATE
AUTORIDAD NACIONAL DEL SERVICIO CIVIL,PE-RUC  20477906461,PERU LIMA PASAJE FRANCISCO DE ZELA 150 PISO 10,"PISO 10, Pje. Francisco de Zela 150, Jesús María 15087, Peru",-12.0712744,-77.039898,ROOFTOP
MUNICIPALIDAD DISTRITAL DE COVIRIALI,PE-RUC  20146675124,PERU JUNIN JR.TUPAC AMARU SN PLAZA PRINCIPAL DE COVIRIALI,"Junín, Peru",-11.1581925,-75.9926306,APPROXIMATE
