Entidad,RUC,original_address,formatted_address,lat,lng,confidence
MUNICIPALIDAD DISTRITAL DE EL CARMEN DE LA FRONTERA - SAPALACHE,PE-RUC  20147028491,PERU PIURA PLAZA DE ARMAS S/N,"Plaza de Armas de Piura, Jr. Huancavelica 724, Piura 20001, Peru",-5.197195,-80.62664889999999,ROOFTOP
UNIVERSIDAD NACIONAL DE BARRANCA,PE-RUC  20542068281,PERU LIMA NRO. S/N URB. LA FLORIDA LIMA - BARRANCA - BARRANCA,"La Florida, Lima, Peru",-12.0234246,-77.03413760000001,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE SAN ANDRES DE CUTERVO,PE-RUC  20220894399,PERU CAJAMARCA JR. CESAR VALLEJO Nº 311,"Jr. Cesar Vallejo 311, Jaén 06800, Peru",-5.7364125,-78.7902871,RANGE_INTERPOLATED
GOBIERNO REGIONAL DE CUSCO - DIRECCION REGIONAL DE TRANSPORTES Y COMUNICACIONES CUSCO,PE-RUC  20189975920,PERU CUSCO AV. MICAELA BASTIDAS 480 CUSCO,"Av. Micaela Bastidas 480, Cusco 08002, Peru",-13.5235388,-71.9624888,ROOFTOP
MUNICIPALIDAD DISTRITAL DE CACHACHI,PE-RUC  20176204878,PERU CAJAMARCA PLAZA DE ARMAS S/N,"Plaza de Armas of Cajamarca, Jr del Batán, Cajamarca 06001, Peru",-7.157005,-78.51755299999999,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE SANTA ANA,PE-RUC  20190351824,PERU HUANCAVELICA PLAZA PRINCIPAL S/N - SANTA  ANA,"Santa Ana 09500, Peru",-13.0730531,-75.13976770000001,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE PUNTA DE BOMBON,PE-RUC  20181009161,PERU AREQUIPA PLAZA 28 DE JULIO S/N - PUNTA DE BOMBÓN,"Punta de Bombon, Peru",-17.1701881,-71.7935428,APPROXIMATE
MUNICIPALIDAD PROVINCIAL DE CARHUAZ,PE-RUC  20188903488,PERU ANCASH AV. LA MERCED Nº 653,"Ancash, Peru",-9.3250497,-77.5619419,APPROXIMATE
EMPRESA MUNICIPAL DE AGUA POTABLE Y ALCANTARILLADO DE HUACHO,PE-RUC  20158820260,PERU LIMA AV. PUQUIO CANO S/N. 5TA. CDRA.-HUACHO,"Puquio Cano, Huacho 15137, Peru",-11.1014487,-77.5977281,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE PICHIGUA,PE-RUC  20147419504,PERU CUSCO PLAZA DE ARMAS S/N PICHIGUA,"Cusco, Peru",-13.53195,-71.96746259999999,APPROXIMATE
MUNICIPALIDAD PROVINCIAL DE OTUZCO,PE-RUC  20165341377,PERU LA LIBERTAD TACNA 896 2DO PISO,"Libertad, Tacna 23001, Peru",-17.9998761,-70.2337001,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE SANTA ROSA MAZOCRUZ - EL COLLAO,PE-RUC  20214365775,PERU PUNO JR. BOLOGNESI No 102 3ER PISO,"Coronel Francisco Bolognesi, Puno 21002, Peru",-15.8437897,-70.0356241,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE OMACHA,PE-RUC  20159308619,PERU CUSCO Vacio/Nulo,"Cusco, Peru",-13.53195,-71.96746259999999,APPROXIMATE
EMPRESA MUNICIPAL DE AGUA POTABLE Y ALCANTARILLADO DE ABANCAY S.A.,PE-RUC  20115425651,PERU APURIMAC AV.PRADO NORTE N° 404 -ABANCAY,"Abancay, Peru",-13.6391954,-72.8929,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE KIMBIRI,PE-RUC  20178199251,PERU CUSCO JR. JOSE OLAYA Nº 151 - 153 KIMBIRI,"Jr. José Olaya 151-153, Kimbiri 08800, Peru",-12.6196341,-73.7894285,GEOMETRIC_CENTER
MUNICIPALIDAD PROVINCIAL DE LUCANAS - PUQUIO,PE-RUC  20143082297,PERU AYACUCHO JR.AYACUCHO 118,"Jr. Ayacucho 118, Ayacucho 05002, Peru",-13.1802928,-74.2201886,RANGE_INTERPOLATED
MUNICIPALIDAD DISTRITAL DE PUERTO BERMUDEZ,PE-RUC  20215430554,PERU PASCO PLAZA MUNICIPAL.INT.2,"Pasco, Peru",-10.4475753,-75.1545381,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE ALTO DE LA ALIANZA,PE-RUC  20147796715,PERU TACNA AVENIDA PROLONGACIÓN GUSTAVO PINTO NO 1337,"Gustavo Pinto 1337, Tacna 23003, Peru",-18.0093929,-70.238063,RANGE_INTERPOLATED
MUNICIPALIDAD PROVINCIAL DE CONDORCANQUI - NIEVA,PE-RUC  20178082222,PERU AMAZONAS JR. GONZALO PUERTA S/N,"Amazonas, Peru",-5.115146,-78.11082789999999,APPROXIMATE
GOBIERNO REGIONAL DE HUANCAVELICA-HOSPITAL DEPARTAMENTAL DE HUANCAVELICA,PE-RUC  20444054400,PERU HUANCAVELICA AV. ANDRES AVELINO CÁCERES S/N,"Huancavelica 09001, Peru",-12.7861978,-74.9764024,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE JEBEROS,PE-RUC  20205141163,PERU LORETO JEBEROS,"Jeberos 16520, Peru",-5.293322499999999,-76.2833474,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE TANTAMAYO,PE-RUC  20210735390,PERU HUANUCO JR. EDUARDO LANATTA,"Huánuco, Peru",-9.920764799999999,-76.2410843,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE SANTA TERESA,PE-RUC  20159340008,PERU CUSCO URB. PAMPA CHALET,"Cusco, Peru",-13.53195,-71.96746259999999,APPROXIMATE
GOBIERNO REGIONAL DE LIMA - SERVICIOS BASICOS DE SALUD CAÑETE-YAUYOS,PE-RUC  20202698124,PERU LIMA AVENIDA MARISCAL BENAVIDES Nº 768,"Av. Óscar R. Benavides 768, Lima 15082, Peru",-12.0471221,-77.05164289999999,ROOFTOP
MUNICIPALIDAD DISTRITAL DE BELLAVISTA - PROV. CALLAO,PE-RUC  20131369639,PERU CALLAO JR. BOLOGNESI NO 498,"Jr. Francisco Bolognesi 498, Bellavista 07016, Peru",-12.062559,-77.1293287,ROOFTOP
SERVICIO NACIONAL DE SANIDAD AGRARIA,PE-RUC  20131373075,PERU LIMA AV. LA MOLINA Nº 1915 La Molina LIMA,"Av. la Molina 1915, La Molina 15026, Peru",-12.0858413,-76.89607869999999,ROOFTOP
PROYECTO ESPECIAL BINACIONAL DE LAGO TITICACA,PE-RUC  20162117379,PERU PUNO AVENIDA LA TORRE 399,"Av. La Torre 399, Puno 21001, Peru",-15.8340875,-70.0275681,ROOFTOP
MUNICIPALIDAD DISTRITAL DE CHORRILLOS,PE-RUC  20131368152,PERU LIMA AV. DEFENSORES DEL MORRO Nº 550,"Av. Defensores del Morro 550, Chorrillos 15064, Peru",-12.1693438,-77.0244283,ROOFTOP
GOBIERNO REGIONAL DE MOQUEGUA - HOSPITAL REGIONAL DE MOQUEGUA,PE-RUC  20532658986,PERU MOQUEGUA AV. BOLIVAR S/N URB. EL HUAYCO MOQUEGUA,"Av Simon Bolivar, Moquegua 18001, Peru",-17.1865309,-70.9268182,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE YAULI - YAULI,PE-RUC  20146511873,PERU JUNIN AV.GRAU NO 104,"Junín, Peru",-11.1581925,-75.9926306,APPROXIMATE
MUNICIPALIDAD PROVINCIAL DE SAN IGNACIO,PE-RUC  20148261572,PERU CAJAMARCA AV.SAN IGNACION Nº101,"San Ignacio, Cajamarca 06002, Peru",-7.1591414,-78.5071988,GEOMETRIC_CENTER
MUNICIPALIDAD PROVINCIAL DE ISLAY - MOLLENDO,PE-RUC  20166164789,PERU AREQUIPA AREQUIPA,"Arequipa, Peru",-16.4057001,-71.5400994,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE MIRGAS,PE-RUC  20203857234,PERU ANCASH PLAZA DE ARMAS DE MIRGAS S/N,"Mirgas, Peru",-9.0791501,-77.0924196,APPROXIMATE
GOBIERNO REGIONAL DE CUSCO-SALUD,PE-RUC  20171092354,PERU CUSCO AV. DE LA CULTURA S/N  CUSCO,"Av. de La Cultura, Cusco, Peru",-13.5278464,-71.9415299,GEOMETRIC_CENTER
GOBIERNO REGIONAL DE SAN MARTÍN - DIRECCION SUB REGIONAL DE SALUD HUALLAGA C.,PE-RUC  20531319991,PERU SAN MARTIN JR. ARICA 205 JUANJUI,"Arica 205, Juanjuí 22601, Peru",-7.1812031,-76.7356396,ROOFTOP
MUNICIPALIDAD DISTRITAL DE EL TAMBO,PE-RUC  20133696742,PERU JUNIN AV.MARISCAL CASTILLA NO 1920,"Av. Mariscal Castilla 1920, Huancayo 12003, Peru",-12.0841902,-75.207664,RANGE_INTERPOLATED
MUNICIPALIDAD DISTRITAL DE VILCA,PE-RUC  20190345425,PERU HUANCAVELICA PLAZA PRINCIPAL S/N,"Huancavelica 09001, Peru",-12.7861978,-74.9764024,APPROXIMATE
UNIVERSIDAD NACIONAL JOSE MARIA ARGUEDAS,PE-RUC  20527760314,PERU APURIMAC JR JUAN FRANCISCO RAMOS NRO 380,"Apurimac, Peru",-14.0504533,-73.087749,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE EL INGENIO,PE-RUC  20162456408,PERU ICA AV.FRANCISCO BOLOGNESO NO 32,"Ica, Peru",-14.07546,-75.7341811,APPROXIMATE
GOBIERNO REGIONAL DE SAN MARTIN - UNIDAD EJECUTORA HOSPITAL II-2 TARAPOTO,PE-RUC  20494013453,PERU SAN MARTIN JR. ANGEL DELGADO MOREY S/N SAN MARTIN - SAN MARTIN - TARAPOTO,"GJ9G+2W3, Tarapoto 22201, Peru",-6.4824784,-76.3726891,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE SAN MIGUEL DE ACO,PE-RUC  20198352781,PERU ANCASH PLAZA DE ARMAS S/N,"Ancash, Peru",-9.3250497,-77.5619419,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE SUBTANJALLA,PE-RUC  20175229907,PERU ICA AV. MUNICIPALIDAD Nº 200 - SUBTANJALLA,"Municipalidad 200, 11004, Peru",-14.0185952,-75.7579665,ROOFTOP
MUNICIPALIDAD DISTRITAL DE SANTA ROSA - JAEN,PE-RUC  20215744907,PERU CAJAMARCA JESUS CALABOR Nº241 2DO PISO,"Jesús, Peru",-7.2476352,-78.3813785,APPROXIMATE
GOBIERNO REGIONAL DE AYACUCHO-AGRICULTURA,PE-RUC  20407307292,PERU AYACUCHO AV. INDEPENDENCIA Nº 604 AYACUCHO,"Independencia 604, Ayacucho 05001, Peru",-13.146238,-74.2246435,RANGE_INTERPOLATED
GOBIERNO REGIONAL DE TACNA-AGRICULTURA,PE-RUC  20201529400,PERU TACNA MANUEL A. ODRIA 1508,"Av. Manuel A. Odría 1508, Tacna, Peru",-18.0217051,-70.25939509999999,ROOFTOP
MUNICIPALIDAD DISTRITAL DE TORATA,PE-RUC  20171880115,PERU MOQUEGUA CALLE TORATA Nº 53,"Calle Torata 53, Moquegua 18001, Peru",-17.1924254,-70.9379198,RANGE_INTERPOLATED
MUNICIPALIDAD DISTRITAL DE LOS BAÑOS DEL INCA,PE-RUC  20143625681,PERU CAJAMARCA AVENIDA  ATAHUALPA S/N PLAZA DE ARMAS - CENTRO HISTORICO,"Cajamarca, Peru",-7.1617465,-78.51278549999999,APPROXIMATE
HOSPITAL PUENTE PIEDRA - CARLOS LANFRANCO LA HOZ - CLL4,PE-RUC  20203531550,PERU LIMA AV. SAENZ PEÑA S/N - CUADRA 6,"Av Saenz Peña, Callao 07021, Peru",-12.0600776,-77.1370233,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE SITABAMBA,PE-RUC  20206511053,PERU LA LIBERTAD JR. OLAYA S/N 2DO PISO,Peru,-9.189967,-75.015152,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE SAN PEDRO DE HUACARPANA,PE-RUC  20278758401,PERU ICA AV SAN MARTIN DE PORRAS NO 335,"Ica, Peru",-14.07546,-75.7341811,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE LIMBANI,PE-RUC  20202190503,PERU PUNO JR. 8 DE OCTUBRE  S/N - LIMBANI,"Puno, Peru",-15.8402218,-70.0218805,APPROXIMATE
