Entidad,RUC,original_address,formatted_address,lat,lng,confidence
MUNICIPALIDAD PROVINCIAL DE CANGALLO,PE-RUC  20143166717,PERU AYACUCHO PLAZA PRINCIPAL,"Plaza de Armas of Ayacucho, Andahuaylas 05003, Peru",-13.1603573,-74.2258109,GEOMETRIC_CENTER
MUNICIPALIDAD PROVINCIAL DE BOLOGNESI - CHIQUIAN,PE-RUC  20166558051,PERU ANCASH DOS DE MAYO NO 901,"Ancash, Peru",-9.3250497,-77.5619419,APPROXIMATE
GOBIERNO REGIONAL DE ANCASH - UNIDAD DE GESTION EDUCATIVA LOCAL DE HUARAZ,PE-RUC  20530784780,PERU ANCASH AVENIDA RAYMONDI N° 914 HUARAZ,"Antonio Raymondi 914, Huaraz 02001, Peru",-9.526361,-77.5267049,ROOFTOP
GOBIERNO REGIONAL DE CAJAMARCA - UNIDAD DE GESTION EDUCATIVA CHOTA,PE-RUC  20230151297,PERU CAJAMARCA JR. GREGORIO MALCA 896 CHOTA,"Gregorio Malca 896, Chota 06121, Peru",-6.559766,-78.65229769999999,ROOFTOP
MUNICIPALIDAD DISTRITAL DE HUAYA,PE-RUC  20176704927,PERU AYACUCHO PLAZA PRINCIPAL DE HUAYA,"Ayacucho, Peru",-13.1638737,-74.22356409999999,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE SANTA MARIA DE CHICMO,PE-RUC  20164792685,PERU APURIMAC AV.GARCILAZO DE LA VEGA No 162,"Av. Inca Garcilazo de la Vega 162, 03000, Peru",-13.6126167,-72.859527,RANGE_INTERPOLATED
MUNICIPALIDAD DISTRITAL DE SAN JUAN DE LOPECANCHA,PE-RUC  20156003736,PERU AMAZONAS PLAZA DE ARMAS S/N LUYA AMAZONAS,"Amazonas, Peru",-5.115146,-78.11082789999999,APPROXIMATE
GOBIERNO REGIONAL DEL CUSCO UNIDAD EJECUTORA 314 EDUCACION ACOMAYO,PE-RUC  20602136141,PERU CUSCO CARRERA,"Cusco, Peru",-13.53195,-71.96746259999999,APPROXIMATE
GOBIERNO REGIONAL DE ANCASH - DIRECCION REGIONAL DE EDUCACION,PE-RUC  20364778491,PERU ANCASH JR. JOSE DE SUCRE Nº 731- PLAZA DE ARMAS HUARAZ,"Jr. José de Sucre 731, Huaraz 02001, Peru",-9.5294902,-77.5281906,ROOFTOP
MUNICIPALIDAD DISTRITAL DE PAMPACOLCA,PE-RUC  20172639519,PERU AREQUIPA PLAZA PRINCIPAL S/N - PAMPACOLCA,"7CPG+6HP, Pampacolca 04620, Peru",-15.7144176,-72.57353379999999,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE PROVIDENCIA,PE-RUC  20187384223,PERU AMAZONAS PROVIDENCIA 2DO PISO,"Providencia, 01540, Peru",-6.3065674,-78.2817834,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE LIVITACA,PE-RUC  20278211895,PERU CUSCO PLAZA DE ARMAS SN LIVITACA,"Plaza DE ARMAS, CU-126, Livitaca 08471, Peru",-14.3125723,-71.6893048,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE PAMPA HERMOZA - LORETO,PE-RUC  20192061491,PERU LORETO JIRON BOLOGNESI S/N,"Francisco Bolognesi, Iquitos 16001, Peru",-3.7566571,-73.2537382,GEOMETRIC_CENTER
GOBIERNO REGIONAL HUANUCO UNIDAD EJECUTORA 407 RED DE SALUD PUERTO INCA,PE-RUC  20602041141,PERU HUANUCO LA MARINA S/N,"Huánuco, Peru",-9.920764799999999,-76.2410843,APPROXIMATE
II DIRECCION TERRITORIAL DE POLICIA CHICLAYO,PE-RUC  20480776250,PERU LAMBAYEQUE CALLE MANCO CAPAC Nº 205,"Manco Cápac 205, Lambayeque 14013, Peru",-6.6996661,-79.90903209999999,RANGE_INTERPOLATED
GOBIERNO REGIONAL DE TUMBES - HOSPITAL REGIONAL JOSE ALFREDO MENDOZA OLAVARRIA-JAMO II-2,PE-RUC  20409446303,PERU TUMBES AV. PROL. FERNANDO BELAUNDE NRO. S/N A.H. CIUDADELA NOE III ETAPA TUMBES - TUMBES - TUMBES,"Ciudadela de Noé, Tumbes 24002, Peru",-3.5708166,-80.4236111,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE HUIPOCA,PE-RUC  20607828050,PERU UCAYALI CALLE SAÚL RÍOS N° S/N MZ K LOTE 1,"Ucayali, Peru",-9.8251183,-73.087749,APPROXIMATE
MUNICIPALIDAD PROVINCIAL DE TARATA,PE-RUC  20147799498,PERU TACNA CALLE GRAU SN PLAZA DE ARMAS CENTRAL TARATA,"Plaza de Armas, Tarata 23200, Peru",-17.4746892,-70.0321709,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE ATICO,PE-RUC  20212025179,PERU AREQUIPA AV.  SAN PEDRO S/.N AAHH LA FLORIDA - ATICO,"Atico 04475, Peru",-16.2265215,-73.61180170000002,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE KICHKI,PE-RUC  20166913561,PERU HUANUCO CARRETERA HUANUCO LA UNION KM 20 PLAZA DE ARMAS HUANCAPALLAC,"55CX+JG6 Plaza De Armas, La Unión 10621, Peru",-9.8284571,-76.80122600000001,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE GROCIO PRADO,PE-RUC  20188808817,PERU ICA PLAZA DE ARMAS 101,"W7F8+R88, Ica 11001, Peru",-14.07546,-75.7341811,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE MOLINOPAMPA,PE-RUC  20176208601,PERU AMAZONAS AV. 5 DE FEBRERO No 306,"Amazonas, Peru",-5.115146,-78.11082789999999,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE COLCA - HUANCAYO,PE-RUC  20318814717,PERU JUNIN PLAZA PRINCIPAL INTERIOR NO 2,"3MJP+JR2 Plaza Principal De Concepción, 755, Concepción 12126, Peru",-11.9184824,-75.3129751,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE AUCARA,PE-RUC  20287495111,PERU AYACUCHO PLAZA DE ARMAS,"Plaza de Armas, Ayacucho 05003, Peru",-13.1602899,-74.2258196,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE FRIAS,PE-RUC  20146728007,PERU PIURA LIMA Nº235,"Lima, Piura 20001, Peru",-5.1936388,-80.6248305,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE VITOC,PE-RUC  20201191280,PERU JUNIN CENTENARIO,"Junín, Peru",-11.1581925,-75.9926306,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE PUÑOS,PE-RUC  20201617104,PERU HUANUCO PLAZA DE ARMAS,"3QC6+54W Plaza de Armas de Huanuco, Jirón Dámaso Beraún, Huánuco 10001, Peru",-9.9295128,-76.2396813,GEOMETRIC_CENTER
GOBIERNO REGIONAL DE PASCO-SALUD AIS UTES OXAPAMPA,PE-RUC  20191045671,PERU PASCO JR. ENRIQUE BOTTGER OXAPAMPA,"Jr. Enrique Bottger, Oxapampa 19230, Peru",-10.5766345,-75.4036234,GEOMETRIC_CENTER
