Entidad,RUC,original_address,formatted_address,lat,lng,confidence
GOBIERNO REGIONAL DE APURIMAC - UNIDAD DE GESTION EDUCATIVA LOCAL DE AYMARAES,PE-RUC  20490979990,PERU APURIMAC AV. PANAMERICANA NRO. SN (PANAMERICANA PAIRACA) APURIMAC - AYMARAES - CHALHUANCA,"PP7V+537 pairaca Park, Chalhuanca 03560, Peru",-14.2870777,-73.2573207,GEOMETRIC_CENTER
GOBIERNO REGIONAL DE CAJAMARCA - UNIDAD DE GESTION EDUCATIVA LOCAL SAN MARCOS,PE-RUC  20529448059,PERU CAJAMARCA JR JOSE GALVEZ N 1028 SAN MARCOS PEDRO GALVEZ,"José Galvez 1028, San Marcos, Peru",-7.335629399999999,-78.1679979,RANGE_INTERPOLATED
MUNICIPALIDAD DISTRITAL DE LA ESPERANZA - SANTA CRUZ,PE-RUC  20179249660,PERU CAJAMARCA TUPAC AMARU Nº321,"Túpac Amaru, Cajamarca 06003, Peru",-7.1788605,-78.5034347,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE PACLLON,PE-RUC  20322925001,PERU ANCASH JR.COMERCIO S/N,"Jr Comercio, Distrito de Mancos 02150, Peru",-9.1900595,-77.7129176,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE IBERIA,PE-RUC  20199902068,PERU MADRE DE DIOS AV. MAXIMO RODRIGUEZ Nº 124,Peru,-9.189967,-75.015152,APPROXIMATE
GOBIERNO REGIONAL DE AYACUCHO-EDUCACIÓN CENTRO AYACUCHO,PE-RUC  20452309298,PERU AYACUCHO JR. GARCILAZO DE LA VEGA 743 AYACUCHO,"Jr. Garcilazo de la Vega 743, Ayacucho 05001, Peru",-13.154108,-74.2264113,RANGE_INTERPOLATED
MUNICIPALIDAD DISTRITAL DE SAN JUAN DE LA VIRGEN,PE-RUC  20193972897,PERU TUMBES FRANCISCO IBAÑEZ No 118,"Francisco Ibáñez 118, Tumbes 24001, Peru",-3.5719885,-80.455653,RANGE_INTERPOLATED
MUNICIPALIDAD DISTRITAL DE PILCHACA,PE-RUC  20154442074,PERU HUANCAVELICA PLAZA PRINCIPAL S/N,"Huancavelica 09001, Peru",-12.7861978,-74.9764024,APPROXIMATE
GOBIERNO REGIONAL DE APURIMAC - UNIDAD DE GESTION EDUCATIVA LOCAL-COTABAMBAS,PE-RUC  20443336193,PERU APURIMAC AVENIDA SUCRE S/N PALCANO - TAMBOBAMBA,"Tambobamba District, 03240, Peru",-13.9397518,-72.189,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE CASTA,PE-RUC  20308738664,PERU LIMA PLAZA DE ARMAS  S/N,"Lima Main Square, Jr. Junín cdra. 1, Lima 15001, Peru",-12.0459618,-77.0305324,ROOFTOP
