Entidad,RUC,original_address,formatted_address,lat,lng,confidence
MUNICIPALIDAD PROVINCIAL DE ICA,PE-RUC  20142167744,PERU ICA AV. MUNICIPALIDAD NO 182,"Av. Municipalidad 182, Ica 11002, Peru",-14.0635048,-75.7294426,ROOFTOP
MUNICIPALIDAD DISTRITAL DE SAN MIGUEL DE EL FAIQUE,PE-RUC  20171659842,PERU PIURA JR. JACINTO PONGO Nº156  SAN MIGUEL DE EL FAIQUE,"San Miguel de El Faique 20461, Peru",-5.4031859,-79.6017779,APPROXIMATE
MINISTERIO PUBLICO - GERENCIA ADMINISTRATIVA DE LAMBAYEQUE,PE-RUC  20487879241,PERU LAMBAYEQUE AV. MANUEL MARIA IZAGA NRO. 115 CENTRO LAMBAYEQUE - CHICLAYO - CHICLAYO,"Manuel María Izaga 115, Chiclayo 14001, Peru",-6.7727352,-79.8444849,ROOFTOP
UNIVERSIDAD NACIONAL INTERCULTURAL DE LA AMAZONIA,PE-RUC  20393146657,PERU UCAYALI CARRETERA SAN JOSE - YARINACOCHA CORONEL PORTILLO UCAYALI,"San Jose, Pucallpa, Peru",-8.3380814,-74.5986667,GEOMETRIC_CENTER
GOBIERNO REGIONAL DE ANCASH - AIS UTES POMABAMBA,PE-RUC  20205422332,PERU ANCASH JR. JORGE CHAVEZ Nº 340 - 342 - CONVENTO,"Jr. Jorge Chavez 340, Chimbote 02803, Peru",-9.0676685,-78.5893035,RANGE_INTERPOLATED
GOBIERNO REGIONAL DE LA LIBERTAD-GERENCIA REGIONAL DE TRANSPORTE Y COMUNICACIONES,PE-RUC  20221170688,PERU LA LIBERTAD AV.  MOCHE 452 TRUJILLO,"Av. Moche 452, Víctor Larco Herrera 13008, Peru",-8.1179014,-79.0250841,ROOFTOP
MINISTERIO DE RELACIONES EXTERIORES,PE-RUC  20131380101,PERU LIMA JR LAMPA Nº 545,"Jr. Lampa 545, Lima 15001, Peru",-12.0487407,-77.0301832,ROOFTOP
GOBIERNO REGIONAL DE CAJAMARCA SEDE CENTRAL,PE-RUC  20453744168,PERU CAJAMARCA JR. SANTA TERESA DE JOURNET Nº 351 URB. LA ALAMEDA,"Sta. Teresa de Journet 351, Cajamarca 06001, Peru",-7.1468482,-78.5094362,ROOFTOP
HOSPITAL CAYETANO HEREDIA,PE-RUC  20154528971,PERU LIMA AV. HONORIO DELGADO NO 262 URBANIZACION INGENIERIA,"Av. Honorio Delgado 262, San Martín de Porres 15102, Peru",-12.0214115,-77.0548161,ROOFTOP
COMISION DE PROMOCION DEL PERU PARA LA EXPORTACION Y EL TURISMO - PROMPERU,PE-RUC  20307167442,https://WWW.PROMPERU.GOB.PE,Peru,-9.189967,-75.015152,APPROXIMATE
CONTRALORÍA GENERAL - GESTIÓN DE PROYECTOS Y FORTALECIMIENTO DE CAPACIDADES,PE-RUC  20603348541,PERU LIMA CAMILO CARRILLO N° 114,"C. Camilo Carrillo 114, Lima 15049, Peru",-12.1448889,-77.00628449999999,ROOFTOP
FONDO MUNICIPAL DE INVERSIONES DEL CALLAO,PE-RUC  20138695884,PERU CALLAO JR. ADOLFO KING 366 2DO Y 3ER PISO,"2do y, Adolfo King 366, Callao 07021, Peru",-12.0602608,-77.14784139999999,ROOFTOP
MINISTERIO DE SALUD,PE-RUC  20131373237,PERU LIMA AV. SALAVERRY NO 801,"Av. Gral. Salaverry 801, Jesús María 15072, Peru",-12.0729547,-77.0408846,ROOFTOP
PODER JUDICIAL - UNIDAD DE COORDINACION DEL PROYECTO MEJORAMIENTO DE LOS SERVICIOS DE JUSTICIA,PE-RUC  20511366594,PERU LIMA AV. PASEO DE LA REPUBLICA CDRA 2 OFICINA 444,"Av. P.º de la República, Lima 15047, Peru",-12.1132094,-77.0255815,GEOMETRIC_CENTER
UNIVERSIDAD NACIONAL DE TRUJILLO,PE-RUC  20172557628,PERU LA LIBERTAD JR. DIEGO DE ALMAGRO  Nº 344,"Jr. Diego de Almagro 344, Lima 15012, Peru",-12.0643456,-76.94575880000001,RANGE_INTERPOLATED
GOBIERNO REGIONAL DE LA LIBERTAD - HOSPITAL REGIONAL DOCENTE DE TRUJILLO,PE-RUC  20223149635,PERU LA LIBERTAD AV. MANSICHE  TRUJILLO Nº 795,"Av. Mansiche 795, Trujillo 13011, Peru",-8.105788,-79.03646839999999,ROOFTOP
PROGRAMA DE CREACIÓN DE REDES INTEGRADAS DE SALUD,PE-RUC  20608664387,PERU LIMA JR. PEDRO CONDE N° 261,"Jirón Pedro Conde 613, Lince 15046, Peru",-12.0873103,-77.02956139999999,ROOFTOP
PROGRAMA NACIONAL DE INNOVACION PARA LA COMPETITIVIDAD Y PRODUCTIVIDAD,PE-RUC  20565526694,PERU LIMA CALLE BRIGADIER  MATEO PUMACAHUA NRO 2749,"Jr. Pumacahua 2749, Lima 15073, Peru",-12.0910456,-77.0420765,ROOFTOP
GOBIERNO REGIONAL DE JUNIN - HOSPITAL DANIEL ALCIDES CARRION - HUANCAYO,PE-RUC  20185665322,PERU JUNIN AV. DANIEL A. CARRION 1552 HUANCAYO,"Av. Daniel Alcides Carrion 1552, Huancayo 12004, Peru",-12.0730221,-75.22061579999999,ROOFTOP
