Entidad,RUC,original_address,formatted_address,lat,lng,confidence
GOBIERNO REGIONAL DE SAN MARTIN - DIRECCION REGIONAL AGRARIA,PE-RUC  20321183213,PERU SAN MARTIN JR. ANGEL DELGADOR MOREY  SN,Peru,-9.189967,-75.015152,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE OLMOS,PE-RUC  20175975315,PERU LAMBAYEQUE CALLE SANTO DOMINGO Nº886,"C. Santo Domingo, Peru",-5.979041,-79.7406529,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE HUALGAYOC,PE-RUC  20207278298,PERU CAJAMARCA JR. SILVA SANTISTEBAN S/N,"Cajamarca, Peru",-7.1617465,-78.51278549999999,APPROXIMATE
INPE-DIRECCION REGIONAL ORIENTE PUCALLPA,PE-RUC  20350916700,PERU UCAYALI JR MAYRO N° 616-618 HUANUCO,"Prol. Mayro 616, Amarilis 10002, Peru",-9.9258518,-76.2312872,RANGE_INTERPOLATED
MUNICIPALIDAD DISTRITAL DE LA TINGUIÑA,PE-RUC  20175231987,PERU ICA AV. ELPARQUE Nº 627,"El Parque 627, Ica 11003, Peru",-14.0372,-75.7070425,RANGE_INTERPOLATED
PROGRAMA AGUA SEGURA PARA LIMA Y CALLAO,PE-RUC  20602547443,PERU LIMA PASEO DE LA REPUBLICA,"Av. P.º de la República, Lima 15047, Peru",-12.1132094,-77.0255815,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE COCHABAMBA - HUARAZ,PE-RUC  20228111695,PERU ANCASH PLAZA DE ARMAS S/N,"Ancash, Peru",-9.3250497,-77.5619419,APPROXIMATE
UNIDAD EJECUTORA 120 PROGRAMA NACIONAL DE DOTACION DE MATERIALES EDUCATIVOS,PE-RUC  20555533943,PERU LIMA CALLE DEL COMERCIO 193 LIMA LIMA SAN BORJA,"C. del Comercio 193, Lima 15041, Peru",-12.0854125,-77.0011774,ROOFTOP
MUNICIPALIDAD DISTRITAL DE TALAVERA,PE-RUC  20172968253,PERU APURIMAC AV.CONFRATERNIDAD,"Av. Confraternidad, 03701, Peru",-13.6586594,-73.4113741,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE POCOHUANCA,PE-RUC  20185589804,PERU APURIMAC PLAZA DE ARMAS,"Apurimac, Peru",-14.0504533,-73.087749,APPROXIMATE
