Entidad,RUC,original_address,formatted_address,lat,lng,confidence
MUNICIPALIDAD DISTRITAL DE CASCAPARA,PE-RUC  20207427129,PERU ANCASH PLAZA DE ARMAS S/N,"Ancash, Peru",-9.3250497,-77.5619419,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE COROSHA,PE-RUC  20198193616,PERU AMAZONAS CALLE SIN NOMBRE,"Amazonas, Peru",-5.115146,-78.11082789999999,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE SANCOS,PE-RUC  20227231115,PERU AYACUCHO SANCOS,"Sancos 05606, Peru",-15.0620972,-73.9514279,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE MARIANO NICOLAS VALCARCEL,PE-RUC  20219772417,PERU AREQUIPA PLAZA DE ARMAS S/N,"Pl. de Armas, Arequipa 04001, Peru",-16.3992342,-71.5370862,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE YAUTAN,PE-RUC  20186203918,PERU ANCASH PLAZA DE ARMAS,"Plaza de Armas de Chimbote, Chimbote 02803, Peru",-9.0747672,-78.5935848,APPROXIMATE
AUTORIDAD DEL PROYECTO COSTA VERDE,PE-RUC  20298619602,PERU LIMA JR. NATALIO SANCHEZ Nº 220 OF 501,"OF 501, Jr. Natalio Sánchez 220, Jesús María 15072, Peru",-12.0704506,-77.0381903,ROOFTOP
MUNICIPALIDAD DISTRITAL DE PUNCHAO,PE-RUC  20183847521,PERU HUANUCO PLAZA DE ARMAS,"3QC6+54W Plaza de Armas de Huanuco, Jirón Dámaso Beraún, Huánuco 10001, Peru",-9.9295128,-76.2396813,GEOMETRIC_CENTER
GOBIERNO REGIONAL JUNIN RED DE SALUD CHUPACA,PE-RUC  20600904516,PERU JUNIN 19 DE ABRIL SIN NRO,"Junín, Peru",-11.1581925,-75.9926306,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE TAURIJA,PE-RUC  20220331581,PERU LA LIBERTAD PLAZA DE ARMAS S/N,Peru,-9.189967,-75.015152,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE TUMAN,PE-RUC  20396073791,PERU LAMBAYEQUE AV. ENRIQUE FERREYROS N° 01 - TUMAN,"Av. Enrique Ferreyros, Tumán 14601, Peru",-6.7522995,-79.6995291,GEOMETRIC_CENTER
GOBIERNO REGIONAL DE CUSCO - UNIDAD DE GESTION EDUCATIVA QUISPICANCHI,PE-RUC  20527147965,PERU CUSCO PZA. PLAZA DE ARMAS NRO. SN CUSCO - QUISPICANCHI - HUARO,"Pl. de Armas, Cusco 08006, Peru",-13.5449653,-71.8837695,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE QUICHES,PE-RUC  20198353915,PERU ANCASH PLAZA DE ARMAS S/N,"Ancash, Peru",-9.3250497,-77.5619419,APPROXIMATE
MUNICIPALIDAD PROVINCIAL DE YAUYOS,PE-RUC  20172247513,PERU LIMA PLAZA CONSTRUCION S/N,"Constitucion, Callao 07021, Peru",-12.0579429,-77.1448164,GEOMETRIC_CENTER
GOBIERNO REGIONAL DE PUNO-SALUD PUNO-LAMPA,PE-RUC  20222371105,PERU PUNO JR.  JOSE ANTONIO ENCINAS 145 PUNO,"Jirón José Antonio Encinas 145, Puno 21002, Peru",-15.8439626,-70.02146549999999,ROOFTOP
MUNICIPALIDAD DISTRITAL DE OMAS,PE-RUC  20207113612,PERU LIMA PLAZA DE ARMAS S/N,"Lima Main Square, Jr. Junín cdra. 1, Lima 15001, Peru",-12.0459618,-77.0305324,ROOFTOP
GOBIERNO REGIONAL DE UCAYALI - UNIDAD DE GESTION EDUCATIVA LOCAL DE PURUS,PE-RUC  20393567750,PERU UCAYALI PURUS SN,"Purus, 25400, Peru",-10.2693172,-71.7622481,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE URANMARCA,PE-RUC  20163781949,PERU APURIMAC PLAZA DE ARMAS,"Apurimac, Peru",-14.0504533,-73.087749,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE SAN JUAN DE LICUPIS,PE-RUC  20195770663,PERU CAJAMARCA PEDRO VERANO S/N,"Cajamarca, Peru",-7.1617465,-78.51278549999999,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE CHACAPALPA,PE-RUC  20185740987,PERU JUNIN PLAZA PRINCIPAL TUPAC AMARU NO 120,"Junin, Peru",-11.335798,-75.34121789999999,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE OCAÑA,PE-RUC  20191030649,PERU AYACUCHO PLAZA DE ARMAS,"Plaza de Armas, Ayacucho 05003, Peru",-13.1602899,-74.2258196,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE SAMAN,PE-RUC  20190225101,PERU PUNO PLAZA DE ARMAS S/N,"Plaza Mayor de Puno, Jr. Deustua 458, Puno 21001, Peru",-15.8405816,-70.0279072,ROOFTOP
MUNICIPALIDAD DISTRITAL DE SHUPLUY,PE-RUC  20206588943,PERU ANCASH PLAZA DE ARMAS S/N,"Ancash, Peru",-9.3250497,-77.5619419,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE PIRA,PE-RUC  20208069820,PERU ANCASH PLAZA DE ARMAS NO 01,"Plaza de Armas de Chimbote, Chimbote 02803, Peru",-9.0747672,-78.5935848,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE PISUQUIA,PE-RUC  20156002926,PERU AMAZONAS PLAZA DE ARMAS,"Amazonas, Peru",-5.115146,-78.11082789999999,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE NUÑOA,PE-RUC  20230612014,PERU PUNO PLAZA DE ARMAS S/N,"Plaza Mayor de Puno, Jr. Deustua 458, Puno 21001, Peru",-15.8405816,-70.0279072,ROOFTOP
GOBIERNO REGIONAL DE HUANUCO - UNIDAD EJECUTORA 304 EDUCACION UGEL PACHITEA,PE-RUC  20542421585,PERU HUANUCO CAL. PACHITEA NRO. 301 PANAO HUANUCO - PACHITEA - PANAO,"301, Huánuco 10001, Peru",-9.9259791,-76.2449247,APPROXIMATE
