Entidad,RUC,original_address,formatted_address,lat,lng,confidence
GOBIERNO REGIONAL DE AMAZONAS - UGEL INTERCULTURAL BILINGÜE Y RURAL IMAZA - BAGUA,PE-RUC  20608974661,PERU AMAZONAS IMAZA NRO. 1486,"Imaza, Peru",-5.038421,-78.3842227,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE VITOR,PE-RUC  20220889042,PERU AREQUIPA PLAZA PRINCIPAL S/N,"Pl. Principal, Characato 04012, Peru",-16.469155,-71.4844938,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE TAHUAMANU,PE-RUC  20208309138,PERU MADRE DE DIOS CARRETERA MALDONADO IBERIA NO 143 CAS SAN LORENZO,Peru,-9.189967,-75.015152,APPROXIMATE
GOBIERNO REGIONAL DE HUANCAVELICA - GERENCIA SUB REGIONAL CHURCAMPA,PE-RUC  20486990148,PERU HUANCAVELICA JR. 28 DE JULIO NRO. 720 CERCADO HUANCAVELICA,"Lima, Peru",-12.046374,-77.0427934,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE RAGASH,PE-RUC  20200034211,PERU ANCASH PLAZA DE ARMAS S/N - RAGASH,"Ancash, Peru",-9.3250497,-77.5619419,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE SAN JUAN DE SALINAS,PE-RUC  20219093358,PERU PUNO PLAZA DE ARMAS S/N,"Plaza Mayor de Puno, Jr. Deustua 458, Puno 21001, Peru",-15.8405816,-70.0279072,ROOFTOP
MUNICIPALIDAD DISTRITAL DE LIMATAMBO,PE-RUC  20200650442,PERU CUSCO PLAZA DE ARMAS,"Plaza de Armas de Cusco, Del Medio 123, Cusco 08000, Peru",-13.5167681,-71.9787795,ROOFTOP
MUNICIPALIDAD DISTRITAL DE AYAVI,PE-RUC  20192215553,PERU HUANCAVELICA PLAZA DE ARMAS DE AYAVI S/N Km 91,"Ayaví 09605, Peru",-13.7030218,-75.3511006,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE HUAC - HUAS,PE-RUC  20203706708,PERU AYACUCHO AV. SIMON BOLIVAR S/N PLAZA DE ARMAS,"Av. Simón Bolívar, Ayacucho 05003, Peru",-13.1485252,-74.2316018,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE TINTA,PE-RUC  20171116041,PERU CUSCO PLAZA DE ARMAS S/N TINTA CANCHIS CUSCO,"Tinta, Peru",-14.1387292,-71.40915629999999,APPROXIMATE
