Entidad,RUC,original_address,formatted_address,lat,lng,confidence
ENTIDAD PRESTADORA DE SERVICIO DE SANEAMIENTO DE TACNA S.A,PE-RUC  20134052989,PERU TACNA DOS DE MAYO N° 372 - TACNA,"2 De Mayo 372, Tacna 23001, Peru",-18.0113145,-70.2518552,ROOFTOP
MUNICIPALIDAD DISTRITAL DE SANAGORAN,PE-RUC  20219792876,PERU LA LIBERTAD SANAGORAN,"Sanagorán, Peru",-7.7862897,-78.1424304,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE RAPAYAN,PE-RUC  20323089451,PERU ANCASH PLAZA DE ARMAS S/N,"Ancash, Peru",-9.3250497,-77.5619419,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE SAN GREGORIO,PE-RUC  20208735587,PERU CAJAMARCA FRANCISCO HUERTA Nº5,"San Francisco, Cajamarca 06002, Peru",-7.1640092,-78.5044679,GEOMETRIC_CENTER
INSTITUTO DE MEDICINA LEGAL Y CIENCIAS FORENSES,PE-RUC  20604022941,PERU LIMA AV. GUARDIA CIVIL NRO. 835,"Av. Guardia Civil 835, San Isidro 15036, Peru",-12.0996892,-77.0127188,ROOFTOP
GOBIERNO REGIONAL DE PASCO - UNIDAD EJECUTORA PASCO SELVA CENTRAL,PE-RUC  20568500157,PERU PASCO JR. INDEPENDENCIA NRO. 666 (COSTADO LOZA DEPORTIVA SANTA ROSA) PASCO - OXAPAMPA - OXAPAMPA,"Jr. Independencia 666, Oxapampa 19230, Peru",-10.5800136,-75.3992815,ROOFTOP
CORTE SUPERIOR DE JUSTICIA DE ANCASH,PE-RUC  20571436575,PERU ANCASH PALACIO JUDICIAL - PLAZA DE ARMAS S/N,"Ancash, Peru",-9.3250497,-77.5619419,APPROXIMATE
MUNICIPALIDAD PROVINCIAL DE CAYLLOMA - CHIVAY,PE-RUC  20198033414,PERU AREQUIPA PLAZA DE ARMAS NO 104,"Pl. de Armas 104, Arequipa 04001, Peru",-16.3986824,-71.536168,RANGE_INTERPOLATED
MUNICIPALIDAD DISTRITAL DE CUENCA - HUANCAVELICA,PE-RUC  20198193454,PERU HUANCAVELICA PLAZA PRINCIPAL S/N,"Huancavelica 09001, Peru",-12.7861978,-74.9764024,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE LIMABAMBA,PE-RUC  20168290137,PERU AMAZONAS JR.ANDREA ORTEGA,"Amazonas, Peru",-5.115146,-78.11082789999999,APPROXIMATE
CAJA DE PENSIONES MILITAR - POLICIAL,PE-RUC  20108068281,PERU LIMA AV. JORGE BASADRE N° 950,"Av. Jorge Basadre Grohmann 950, San Isidro 15073, Peru",-12.0951957,-77.0412665,ROOFTOP
MUNICIPALIDAD DISTRITAL DE PAUCAR,PE-RUC  20162537319,PERU PASCO JR.28 DE JULIO,"Jr. 28 de Julio, Yanahuanca 19601, Peru",-10.4912038,-76.513099,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE YORONGOS,PE-RUC  20204664057,PERU SAN MARTIN AV. RIOJA Nº500,Peru,-9.189967,-75.015152,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE PILCOMAYO,PE-RUC  20199800061,PERU JUNIN PLAZA LIBERTAD,Peru,-9.189967,-75.015152,APPROXIMATE
UNIVERSIDAD NACIONAL INTERCULTURAL FABIOLA SALAZAR LEGUIA DE BAGUA,PE-RUC  20561164437,PERU AMAZONAS HEROES DEL CENEPA NRO 1060,"Av Héroes del Cenepa 1060, Bagua 01721, Peru",-5.6386372,-78.53126890000001,ROOFTOP
MUNICIPALIDAD DISTRITAL DE PARCOY,PE-RUC  20200270968,PERU LA LIBERTAD JR SAN MARTIN NO 859 PARCOY,"Parcoy 13505, Peru",-7.969514,-77.426338,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE HUAMBALPA,PE-RUC  20211661381,PERU AYACUCHO PLAZA PRINCIPAL,"Plaza de Armas of Ayacucho, Andahuaylas 05003, Peru",-13.1603573,-74.2258109,GEOMETRIC_CENTER
MUNICIPALIDAD PROVINCIAL DE TOCACHE,PE-RUC  20168745231,PERU SAN MARTIN JR.SAN MARTIN S/N Nº3er piso,Peru,-9.189967,-75.015152,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE HUAYLLACAYAN,PE-RUC  20203904500,PERU ANCASH PLAZA DE ARMAS S/N,"Ancash, Peru",-9.3250497,-77.5619419,APPROXIMATE
