Entidad,RUC,original_address,formatted_address,lat,lng,confidence
MUNICIPALIDAD DISTRITAL DE ACOS,PE-RUC  20187503095,PERU CUSCO PLAZA DE ARMAS S/N,"Plaza de Armas de Cusco, Del Medio 123, Cusco 08000, Peru",-13.5167681,-71.9787795,ROOFTOP
MUNICIPALIDAD DISTRITAL DE MARISCAL CASTILLA - CHACHAPOYAS,PE-RUC  20182762599,PERU AMAZONAS CALLE SIN NOMBRE,"Amazonas, Peru",-5.115146,-78.11082789999999,APPROXIMATE
MUNICIPALIDAD PROVINCIAL DE CONTRALMIRANTE VILLAR,PE-RUC  20166667934,PERU TUMBES AV. FAUSTINO PIAGGIO - ZORRITOS - TUMBES,"889C+83C, Zorritos 24541, Peru",-3.6816839,-80.6798515,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE JILILI,PE-RUC  20177840646,PERU PIURA PLAZA DE ARMAS Nº172,"Plaza de Armas de Piura, Jr. Huancavelica 724, Piura 20001, Peru",-5.197195,-80.62664889999999,ROOFTOP
MUNICIPALIDAD DISTRITAL DE PACOCHA,PE-RUC  20154491105,PERU MOQUEGUA AV INGENIERIA MZ C LT SC02,"C. Moquegua, Moquegua 18001, Peru",-17.1988369,-70.94328759999999,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE SHATOJA,PE-RUC  20207621952,PERU SAN MARTIN JR. PROGRESO S/N,Peru,-9.189967,-75.015152,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE ALTO PICHIGUA,PE-RUC  20317347112,PERU CUSCO PLAZA DE ARMAS S/N,"Plaza de Armas de Cusco, Del Medio 123, Cusco 08000, Peru",-13.5167681,-71.9787795,ROOFTOP
MUNICIPALIDAD DISTRITAL DE SAN PEDRO DE SAÑO,PE-RUC  20223230246,PERU JUNIN PLAZA PRINCIPAL 2DO PISO,"Junín, Peru",-11.1581925,-75.9926306,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE CHAPIMARCA,PE-RUC  20195966649,PERU APURIMAC PLAZA DE ARMAS,"Apurimac, Peru",-14.0504533,-73.087749,APPROXIMATE
GOBIERNO REGIONAL DEL CUSCO UNIDAD EJECUTORA 315 EDUCACION ANTA,PE-RUC  20602274838,PERU CUSCO LOS ANDES S/N,"Cusco, Peru",-13.53195,-71.96746259999999,APPROXIMATE
GOBIERNO REGIONAL HUANCAVELICA UNIDAD DE GESTION EDUCATIVA LOCAL HUANCAVELICA,PE-RUC  20486154145,PERU HUANCAVELICA PABLO B SOLIS,"Huancavelica 09001, Peru",-12.7861978,-74.9764024,APPROXIMATE
GOBIERNO REGIONAL DE TUMBES-TRANSPORTES,PE-RUC  20324110373,PERU TUMBES AV TUMBES NORTE 1071,"Av. Tumbes 1071, Tumbes 24002, Peru",-3.5574179,-80.451516,ROOFTOP
GOBIERNO REGIONAL DE UCAYALI-EDUCACION,PE-RUC  20195970751,PERU UCAYALI AV. SAENZ PEÑA  220 PUCALLPA,"Saenz Peña 220, Pucallpa 25000, Peru",-8.3809692,-74.5376612,RANGE_INTERPOLATED
